Name	Acidaminococcus_intestini	Adlercreutzia_equolifaciens	Agathobaculum_butyriciproducens	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_putredinis	Alistipes_shahii	Alistipes_sp_An31A	Anaerostipes_hadrus	Anaerotruncus_colihominis	Asaccharobacter_celatus	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_salyersiae	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_longum	Bifidobacterium_pseudocatenulatum	Bilophila_wadsworthia	Blautia_hydrogenotrophica	Blautia_obeum	Blautia_sp_CAG_257	Blautia_wexlerae	Butyricimonas_synergistica	Butyricimonas_virosa	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_innocuum	Clostridium_lavalense	Clostridium_leptum	Clostridium_sp_CAG_299	Clostridium_sp_CAG_58	Clostridium_symbiosum	Collinsella_aerofaciens	Collinsella_intestinalis	Collinsella_stercoris	Coprobacter_fastidiosus	Coprococcus_catus	Coprococcus_comes	Coprococcus_eutactus	Dielma_fastidiosa	Dorea_formicigenerans	Dorea_longicatena	Dorea_sp_CAG_317	Eggerthella_lenta	Eisenbergiella_massiliensis	Eisenbergiella_tayi	Erysipelatoclostridium_ramosum	Escherichia_coli	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_sp_CAG_180	Eubacterium_sp_CAG_38	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Firmicutes_bacterium_CAG_110	Firmicutes_bacterium_CAG_83	Flavonifractor_plautii	Fusicatenibacter_saccharivorans	Gemmiger_formicilis	Gordonibacter_pamelaeae	Haemophilus_parainfluenzae	Holdemanella_biformis	Holdemania_filiformis	Hungatella_hathewayi	Intestinimonas_butyriciproducens	Lachnospira_pectinoschiza	Lawsonibacter_asaccharolyticus	Methanobrevibacter_smithii	Monoglobus_pectinilyticus	Odoribacter_splanchnicus	Oscillibacter_sp_57_20	Oscillibacter_sp_CAG_241	Parabacteroides_distasonis	Parabacteroides_johnsonii	Parabacteroides_merdae	Paraprevotella_xylaniphila	Parasutterella_excrementihominis	Phascolarctobacterium_faecium	Prevotella_copri	Proteobacteria_bacterium_CAG_139	Roseburia_faecis	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Ruminococcus_bicirculans	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_torques	Ruthenibacterium_lactatiformans	Slackia_isoflavoniconvertens	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_thermophilus	Turicimonas_muris	Veillonella_parvula	[Collinsella]_massiliensis
BOURSI_R1.D0	102	4	381	1	0	0	1	0	0	615	0	10	0	0	417	0	0	11	3	127	11	4	134	4	149	308	0	0	0	399	528	0	0	9	0	8	0	0	0	0	0	1	0	0	0	0	0	456	0	1	0	20	24	0	0	79	174	0	3	0	0	50	223	49	78	48	104	0	0	14	0	2050	0	0	3	309	5	0	0	0	0	0	0	571	1	0	0	0	0	0	43	0	4	0	22	7	0	0	61	0	95	468	0	5	832	0	825	11	0	33	4	4	0	97	0
BOURSI_R10.D0	13	7	27	0	1	0	28	1	0	105	0	6	2	0	8	0	11	0	0	4	12	0	5	0	15	1	0	2	1206	302	16	0	0	17	0	14	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	11	251	342	0	114	381	0	0	0	0	0	0	17	117	52	849	0	282	8	14	573	2	20	0	200	39	0	1	175	0	0	0	0	0	97	0	0	1	1	2	0	13	0	0	0	0	0	19	118	39	27	73	1170	0	0	125	0	0	444	2125	1	0	7	0
BOURSI_R2.D0	0	3	114	3	3	0	0	1	0	113	0	11	0	0	46	2	2	0	0	18	6	1	35	0	26	95	0	0	0	78	0	0	0	100	0	110	0	0	0	0	0	0	0	0	0	0	0	1240	0	2	0	37	19	0	0	127	207	0	0	0	0	0	8	34	122	40	2434	0	0	16	5	746	15	6	0	170	44	1	0	0	2	0	0	76	0	95	0	6	50	1	42	0	20	5	0	0	1845	0	527	36	65	10	215	253	0	1	706	2	0	0	2	0	0	0	0
BOURSI_R3.D0	0	37	278	0	0	12	0	6	0	237	0	15	31	0	340	91	0	0	4	0	50	0	187	0	672	31	0	43	583	542	12	3	40	97	0	11	0	0	0	0	0	2	0	4	0	0	0	778	0	2	0	56	22	768	0	174	396	1	1	0	0	0	196	26	96	54	452	171	3	0	0	476	0	227	8	165	2	4	0	0	0	0	0	44	2	0	0	0	0	42	66	0	83	5	0	0	0	0	205	6	43	13	83	1229	29	0	1	11	87	293	332	24	0	0	0
BOURSI_R4.D0	0	19	87	55	1	0	52	0	0	1186	0	7	0	0	18	0	8	0	0	4	3	0	4	0	79	43	1	4	0	131	31	6	0	236	0	229	0	0	0	0	0	2	0	0	0	40	0	526	0	2	0	0	193	0	0	187	188	633	1	4	1	2	17	94	157	53	18	9	755	0	8	626	3	151	16	234	47	50	0	12	0	0	7	3	9	23	0	0	63	102	7	0	2	0	0	31	1	0	17	50	5	44	704	1428	0	0	680	75	10	24	365	115	0	0	0
BOURSI_R5.D0	34	0	183	342	2	1	0	0	0	173	0	0	12	0	132	0	0	0	0	9	16	10	8	18	119	0	28	27	1	622	352	0	0	413	4	50	3	0	0	0	0	0	0	102	0	0	0	952	0	1	0	4	304	0	0	58	479	0	6	0	0	0	0	29	30	36	8	2	0	0	0	1326	0	1	2	274	60	20	0	0	0	0	0	0	0	0	0	11	34	8	15	0	20	0	0	0	1274	0	495	46	95	216	49	582	0	819	9	4	0	3	34	33	0	0	0
BOURSI_R6.D0	0	0	132	90	0	33	146	0	0	277	0	0	47	0	33	0	0	0	0	0	66	0	0	25	163	7	0	0	89	366	304	0	0	673	1	58	0	0	0	0	0	2	0	0	0	0	0	193	0	0	0	54	0	84	0	13	536	0	3	0	0	1	0	32	376	0	472	0	160	0	32	3174	0	120	11	135	117	11	1	0	0	0	0	16	0	0	0	11	8	0	12	0	0	0	0	0	403	0	323	62	0	338	353	0	12	0	303	0	0	19	105	0	0	0	0
BOURSI_R7.D0	0	1	267	46	0	6	60	0	0	386	0	1	2	0	4	0	0	0	0	7	7	2	18	0	4	57	0	2	1	31	63	4	10	113	0	99	0	0	0	1	0	1	0	7	0	47	0	1341	0	5	0	60	177	0	0	745	954	0	0	0	0	0	0	4	186	43	1084	0	0	0	3	1006	0	26	2	190	35	9	0	13	0	0	0	0	0	0	0	0	8	0	44	0	35	5	0	0	9	0	109	16	14	441	0	1781	0	0	339	19	35	7	8	0	0	0	0
BOURSI_R8.D0	0	4	14	1197	0	0	6	0	0	90	0	2	52	8	308	0	0	0	0	4	13	0	2	1	214	19	0	6	269	297	0	0	0	82	0	40	0	0	0	0	0	0	0	0	0	0	0	1140	1	2	0	120	293	2	0	97	452	0	0	0	0	0	110	0	72	34	566	11	644	5	0	1083	29	12	0	530	97	1	0	18	0	0	0	6	0	543	0	8	58	101	23	0	137	2	3	0	273	0	52	24	1	0	0	379	0	208	143	8	76	0	0	0	0	0	2
BOURSI_R9.D0	0	1	197	22	2	0	29	1	0	360	0	1	9	0	9	4	7	20	0	8	1	0	140	0	110	163	7	16	1128	610	1294	0	0	29	0	7	0	0	0	0	0	0	0	3	0	0	0	584	0	1	0	71	62	1	0	57	187	0	0	0	0	0	2	147	117	10	1010	0	124	26	0	1134	4	3	0	474	25	0	0	0	0	0	0	0	0	0	0	9	33	12	70	0	109	4	0	0	0	0	1204	43	28	55	28	0	0	34	96	0	56	0	4	0	0	0	0
BOURSI_R1.D31	97	0	190	3	10	0	239	10	0	193	0	0	11	0	0	0	8	0	0	6	12	0	21	2	53	147	1	21	457	659	274	0	0	0	24	117	0	0	1	0	0	39	0	1	0	0	0	1108	2	4	0	0	0	0	0	145	548	0	160	0	0	5	0	0	16	24	1219	0	0	6	11	898	0	0	29	434	41	49	0	0	0	0	2	48	4	0	0	0	0	0	14	0	55	9	0	11	703	0	570	60	660	362	0	0	153	0	0	17	0	0	4	0	0	34	0
BOURSI_R1.D65	18	7	67	1	23	13	217	28	0	116	9	14	13	5	2	0	2	0	0	39	8	0	5	0	257	388	0	136	60	1861	244	2	0	0	52	18	0	0	12	4	0	20	3	0	0	0	0	769	3	10	0	0	0	0	0	115	460	0	303	0	1	2	1381	5	13	1	369	0	0	0	0	1612	0	0	25	73	1	54	7	0	0	0	4	0	2	0	0	10	0	0	34	0	32	23	0	33	71	0	11	62	1	109	0	0	196	0	0	17	0	34	50	0	0	462	0
BOURSI_R1.D7	40	0	6	4335	23	6	865	24	0	203	25	0	10	4	0	0	24	0	0	52	15	0	0	95	55	543	0	144	27	13	0	0	0	0	49	62	4	0	15	12	78	56	0	9	0	0	11	233	0	2	18	0	0	0	0	18	38	0	133	0	0	127	505	0	0	1	0	0	0	0	2	114	0	0	22	0	11	16	0	0	0	1	1	0	0	0	0	50	0	0	77	0	130	1	0	98	0	0	0	0	0	216	0	0	1222	0	0	83	0	3	0	70	0	6	0
BOURSI_R10.D31	0	5	115	0	0	2	94	17	0	91	0	2	0	1	219	0	24	7	0	4	6	3	6	0	188	3	0	36	5	33	73	1	0	88	0	26	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	19	82	184	0	108	353	0	0	0	0	0	1	289	78	19	3	0	76	34	0	1928	16	8	2	200	37	17	23	9	0	0	0	0	0	49	0	2	64	15	20	0	60	69	0	0	2368	0	1284	11	0	20	0	266	0	0	25	0	44	316	593	0	0	81	0
BOURSI_R10.D65	0	2	287	0	0	1	95	36	0	69	0	1	0	5	71	0	14	12	0	11	7	1	10	0	188	51	0	84	0	3	31	2	0	69	0	13	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	15	96	486	0	68	329	0	0	0	0	0	0	107	76	38	174	0	54	86	2	1387	0	22	1	62	36	29	74	8	0	0	0	29	0	0	0	5	34	18	57	0	58	81	0	0	3076	0	543	44	99	5	0	127	0	0	155	0	57	317	544	0	0	416	0
BOURSI_R10.D7	21	8	372	0	1	7	82	37	0	143	0	2	0	5	185	0	27	2	0	12	13	3	7	2	164	16	0	62	6	123	642	3	0	153	0	13	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	56	109	1761	0	86	337	0	0	0	0	0	0	56	0	10	156	0	540	12	1	1188	8	25	15	496	15	16	21	4	0	0	1	19	0	6	0	4	8	15	13	4	123	76	0	0	905	0	1	6	116	73	0	177	0	0	0	7	113	200	506	0	0	334	0
BOURSI_R2.D31	0	18	136	2	1	0	47	1	0	52	2	9	2	1	36	0	2	0	11	1	0	1	2	0	50	0	0	7	113	581	144	0	1	137	0	83	0	0	0	0	0	1	0	0	0	0	0	857	0	0	0	5	133	1901	0	137	366	0	0	0	1	1	41	2	196	0	488	0	0	6	13	916	13	8	7	508	54	6	0	7	0	0	0	0	1	89	0	1	35	1	8	0	13	0	0	0	12	0	940	44	211	67	0	1260	0	0	133	27	39	0	8	0	0	0	0
BOURSI_R2.D65	0	2	108	1	0	1	61	4	0	15	0	1	1	0	221	0	6	2	0	16	2	3	26	1	104	1	0	11	50	98	92	2	1	37	0	35	0	0	0	0	0	0	0	0	2	0	0	428	0	0	0	2	40	146	0	122	180	0	0	0	0	0	32	15	94	0	1417	0	54	88	4	855	0	20	13	182	60	3	2	4	0	0	0	93	0	2	0	3	44	3	25	0	21	7	0	0	1369	0	1457	27	106	667	0	1447	2	0	24	4	16	0	21	0	0	1	0
BOURSI_R2.D7	0	0	198	3769	12	2	289	13	0	165	2	0	54	7	597	0	8	0	15	98	17	42	1	14	106	1	0	20	8	138	78	2	0	86	0	52	2	0	0	0	0	0	0	0	0	0	0	260	0	0	0	4	7	130	0	79	193	0	21	0	0	5	279	12	50	0	192	0	73	46	17	1354	0	67	58	178	49	13	0	13	0	0	0	8	7	12	0	7	59	3	46	37	25	22	0	2	3	0	475	37	140	162	0	0	0	0	9	30	8	0	0	0	0	8	0
BOURSI_R3.D31	33	0	137	0	6	51	174	19	0	247	2	0	0	4	0	0	3	0	0	17	2	0	3	3	104	52	0	71	767	944	0	0	0	0	7	644	0	0	0	0	1	56	0	4	0	0	0	2837	2	18	0	0	0	0	0	137	915	0	337	0	0	14	23	7	15	0	1	0	0	1	0	366	0	0	48	447	1	194	0	0	0	3	6	0	3	0	0	2	0	0	24	0	15	1	0	37	13	0	70	12	0	30	0	0	176	0	0	167	0	455	250	21	0	1	1
BOURSI_R3.D65	15	0	146	5	3	4	18	16	0	266	0	0	0	1	0	0	1	0	0	18	15	0	0	7	100	60	0	118	596	336	0	0	0	48	3	159	1	0	25	5	11	6	0	1	0	0	0	2063	0	8	0	5	0	0	0	116	1087	0	236	0	0	7	2	113	38	99	1624	27	0	5	1	517	0	0	3	196	5	128	0	0	0	0	2	0	0	0	0	3	15	0	40	0	30	3	0	19	25	0	113	128	4	20	0	0	60	0	0	60	0	871	343	0	0	1	0
BOURSI_R3.D7	89	0	33	984	10	92	478	46	0	0	0	0	0	23	0	0	20	18	0	26	6	0	19	7	1218	87	6	226	1662	428	0	0	0	0	2	226	3	0	0	0	0	169	0	1	0	0	0	612	4	10	0	0	0	0	0	82	1136	0	30	0	0	45	51	17	0	104	3	0	0	11	0	342	0	0	62	158	0	130	0	0	0	0	0	1	5	0	0	18	0	0	164	0	57	25	0	46	12	0	20	1	6	65	268	0	126	0	0	448	0	0	0	53	0	9	0
BOURSI_R4.D31	0	9	21	31	3	0	129	17	0	1378	0	4	20	70	313	0	43	3	0	98	17	35	0	9	596	1	0	32	3	34	18	3	3	660	0	218	1	0	0	0	0	0	0	6	0	0	0	827	0	0	1	94	94	646	0	424	644	0	0	0	2	0	257	2	330	0	51	1	16	0	17	385	35	321	15	183	83	118	0	41	0	0	1	0	0	463	0	13	21	37	142	32	11	3	0	96	1	0	29	9	69	1	2	0	0	15	288	25	259	3	38	77	0	0	0
BOURSI_R4.D65	0	8	244	38	0	0	24	1	0	723	0	4	0	24	21	0	4	0	0	1	0	3	0	0	68	0	0	1	2	56	24	0	3	389	0	282	0	0	0	0	0	1	0	5	0	0	0	675	0	2	0	136	205	1042	0	348	396	0	0	0	0	0	27	0	311	6	152	0	630	0	16	134	18	110	1	443	87	33	0	10	0	0	0	1	0	270	0	0	2	14	4	2	1	0	0	16	2	0	829	2	7	8	77	523	0	2	336	5	78	42	951	118	0	0	0
BOURSI_R4.D7	0	3	338	9	0	6	40	5	0	319	0	0	2	8	182	0	2	8	0	9	3	28	0	6	264	2	0	8	5	238	145	0	4	1007	0	244	0	0	0	0	0	0	0	2	0	0	0	859	0	0	0	82	477	250	0	509	1142	0	0	0	0	0	462	5	0	0	101	0	976	0	0	216	1	27	18	337	36	26	3	37	0	0	0	7	0	0	0	2	2	1	31	11	13	23	0	2	32	0	196	37	1	106	0	0	0	4	408	5	95	0	153	323	0	98	0
BOURSI_R5.D31	3	0	149	196	1	10	125	3	0	202	0	0	3	3	0	0	4	0	0	5	3	0	2	1	17	74	0	40	1102	245	0	0	0	0	8	488	0	0	1	0	1	4	0	18	0	0	0	1574	1	7	0	1	0	1	0	220	940	0	71	0	0	6	10	0	52	60	2405	0	0	0	38	394	0	0	1	579	55	76	0	0	0	0	1	6	0	0	0	1	0	0	11	0	17	0	0	0	21	0	100	1	14	84	469	1	11	0	0	12	0	0	1	49	0	0	0
BOURSI_R5.D65	66	37	186	242	11	6	157	4	0	77	0	28	11	0	0	0	7	0	0	2	1	0	2	0	39	52	0	38	988	205	0	0	0	0	12	323	0	0	6	1	3	6	0	10	0	0	0	2432	2	12	0	2	0	0	0	204	789	0	66	0	0	0	48	0	20	48	2190	0	0	0	12	532	0	0	8	549	73	53	0	0	0	1	0	2	0	0	0	1	0	0	4	0	10	1	0	1	18	0	147	0	13	37	147	2	34	0	0	9	0	0	8	4	0	0	1
BOURSI_R5.D7	42	0	110	707	12	1	74	2	0	186	0	0	0	4	1	0	5	0	0	6	2	0	50	0	392	296	8	24	1471	310	0	0	0	0	13	74	0	0	1	0	0	9	0	0	0	0	0	630	0	2	0	0	0	0	0	83	690	0	109	0	0	1	24	0	17	21	3553	0	0	0	1	512	0	0	19	178	82	22	0	0	0	0	0	0	0	0	0	1	0	0	9	0	9	6	0	14	0	0	167	3	3	8	0	0	7	0	0	29	0	0	0	0	0	0	0
BOURSI_R6.D31	0	0	42	6	1	0	26	2	0	14	0	0	0	1	21	0	2	3	1	10	8	1	27	2	36	132	0	13	0	6	5	0	0	33	0	8	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	10	23	967	0	25	71	0	0	0	0	0	15	136	9	8	23	0	149	840	7	598	3	17	3	29	7	3	9	2	0	0	0	0	0	0	0	3	15	0	6	0	44	14	0	1	3032	0	409	58	2955	20	0	0	1	0	36	0	6	5	11	0	0	13	0
BOURSI_R6.D65	0	5	197	0	1	5	12	6	0	136	0	1	0	0	2	0	6	0	8	0	3	0	2	0	25	29	0	24	139	1007	850	1	5	110	0	74	0	0	0	0	0	0	0	3	0	5	0	1646	0	1	0	168	71	816	0	261	416	0	0	0	0	0	28	3	296	42	126	0	454	2	13	1011	33	43	8	721	20	23	0	23	0	0	0	0	0	0	0	0	3	0	1	0	23	0	0	0	60	0	422	0	0	81	0	0	0	0	370	5	94	2	51	0	0	2	0
BOURSI_R6.D7	18	0	324	0	15	15	118	35	0	184	2	0	0	7	124	0	6	0	3	2	86	0	7	38	293	366	23	71	12	79	61	0	0	40	0	64	0	0	0	0	0	0	0	0	0	0	0	71	0	0	1	26	73	1941	0	54	254	0	0	0	0	0	1	32	32	3	42	0	1471	15	12	1518	0	10	39	224	45	3	0	10	0	0	0	125	0	0	0	8	18	0	52	11	126	33	0	2	443	0	587	74	0	115	0	484	3	0	9	3	19	0	2	0	0	14	0
BOURSI_R7.D31	25	113	200	49	6	3	275	8	0	308	0	35	5	1	0	0	8	0	0	35	3	0	1	14	22	166	1	44	255	142	0	3	0	0	437	521	0	0	11	15	11	51	11	40	0	0	0	1499	13	39	0	0	0	0	0	269	1317	0	338	0	0	43	25	0	247	92	976	0	0	0	2	723	0	0	25	445	18	73	0	0	0	0	0	42	0	0	0	0	0	0	29	0	21	23	0	88	44	0	110	11	48	290	0	0	215	0	0	45	0	27	41	0	0	0	2
BOURSI_R7.D65	35	295	195	71	4	17	96	14	0	183	0	74	2	7	0	0	7	0	0	4	17	0	6	6	98	113	1	40	32	39	0	1	0	0	45	994	0	0	0	0	1	12	0	4	0	0	0	1747	0	6	0	0	0	0	0	299	1209	0	340	0	1	7	1	51	314	112	845	0	0	0	6	425	0	0	17	781	4	102	0	0	1	0	1	32	2	0	0	2	0	0	42	0	83	111	0	73	88	0	255	144	89	162	18	0	66	0	0	30	0	32	84	0	0	5	0
BOURSI_R7.D7	13	0	50	166	0	2	28	0	0	183	0	0	0	0	0	0	0	0	0	1	9	0	0	2	5	11	0	10	93	0	0	1	0	0	41	235	0	0	8	0	2	34	0	70	0	0	0	1283	0	2	0	0	0	0	0	124	1580	0	77	0	0	11	25	0	44	95	4384	0	0	0	0	239	0	0	0	331	2	110	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	1	0	111	2	0	388	14	8	22	0	0	68	0	0	48	0	2	49	0	0	1	0
BOURSI_R8.D31	0	1	11	134	30	0	20	11	0	84	0	0	3	180	433	0	27	5	0	9	6	34	0	30	200	4	0	195	33	593	140	4	0	45	0	66	0	0	0	0	0	0	0	30	0	0	0	233	0	0	0	25	49	1473	0	76	203	0	0	0	7	0	14	100	80	52	53	0	111	13	5	542	36	0	0	326	98	1	0	36	0	58	3	31	1	1325	0	8	65	155	114	2	64	15	0	0	59	0	52	28	7	6	21	1979	4	1	14	38	33	0	48	0	0	3	0
BOURSI_R8.D65	0	0	34	11	1	0	31	3	0	265	0	0	38	46	776	0	1	2	0	8	31	36	0	35	169	88	4	326	855	203	95	2	0	58	0	62	0	0	0	0	0	0	0	23	0	0	0	235	0	0	0	69	80	224	0	85	364	0	0	0	0	0	2	83	282	77	26	0	94	20	0	688	38	8	0	643	91	0	0	3	0	5	3	10	1	1119	0	40	119	136	29	2	87	21	0	0	135	0	10	14	4	82	132	1683	0	0	3	18	27	0	2	0	0	0	0
BOURSI_R8.D7	0	25	8	0	18	237	137	28	0	32	0	7	42	14	1281	0	34	1	0	3	290	164	0	200	329	1	9	13	0	0	0	2	0	12	0	7	4	1	0	10	0	1	0	1	0	0	0	18	0	0	2	0	24	209	0	27	214	0	0	0	0	0	136	54	0	0	28	0	635	8	45	813	0	1	373	207	0	4	0	3	0	0	0	384	6	0	0	34	26	0	270	6	148	13	82	0	2761	3	19	2	0	0	0	1	2	0	0	29	32	0	1	0	1	467	0
BOURSI_R9.D31	54	0	83	0	2	16	168	12	0	261	0	0	0	2	0	0	20	0	0	6	28	0	9	15	91	110	0	50	534	310	0	0	0	14	0	45	0	0	1	0	0	0	0	3	0	0	0	309	0	2	0	0	0	229	0	52	326	0	125	0	0	2	0	107	136	14	3420	0	0	6	43	884	0	37	30	152	0	51	0	0	0	0	12	28	7	0	0	17	28	0	42	0	93	13	0	17	1015	0	170	6	7	60	577	0	7	0	0	3	0	4	63	14	0	59	0
BOURSI_R9.D65	17	0	69	21	1	1	65	10	0	746	0	0	1	1	0	0	10	0	0	13	2	0	4	2	46	145	0	31	284	211	0	0	0	17	1	153	0	0	1	0	0	0	0	1	0	0	0	273	1	2	0	0	0	2294	0	39	345	0	168	0	0	0	0	238	54	11	861	0	47	17	4	494	0	66	12	92	9	57	0	0	0	0	2	59	5	0	0	10	23	0	15	0	23	21	1	4	2240	0	213	15	22	51	0	338	7	0	0	4	0	3	4	0	0	3	0
BOURSI_R9.D7	55	0	168	182	2	3	141	7	0	246	0	0	0	1	0	0	5	0	0	8	8	0	4	18	39	84	2	42	508	262	0	0	0	0	0	208	0	0	1	0	0	16	0	1	0	0	0	561	0	1	0	0	0	1	0	82	494	0	59	0	0	5	0	70	25	40	2878	0	0	1	49	768	0	0	19	429	0	57	0	0	2	0	3	242	1	0	0	0	0	0	6	0	41	1	0	6	289	0	1286	24	78	329	0	0	33	0	0	13	0	23	33	3	0	37	0
PT_18_0007D_7	0	0	0	0	0	0	920	0	0	1	0	0	776	294	0	0	0	0	0	0	0	0	0	389	2209	2840	491	934	0	0	0	24	0	1	0	0	0	0	1	0	0	0	0	2	13	0	0	0	4	1	97	0	0	0	2	1	0	1	0	1	0	1	1	0	0	0	0	0	0	6	0	2	0	3	9	0	0	0	0	1	5	0	8	0	3	0	0	170	0	0	461	0	0	0	27	15	0	212	3	0	1	32	0	3	4	0	0	22	0	0	0	0	11	0	0
PT_18_0018D_23	0	0	0	4	3	0	11	0	1	0	5	0	988	5	1695	0	0	40	0	0	371	0	1584	0	2329	10	1	331	0	24	0	0	0	0	0	1	0	0	0	0	87	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	542	0	0	0	83	0	1	0	0	3	0	0	158	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	323	0	60	1	6	518	1	0	0	0	1	3	8	0	0	729	0	7	9	1	43	0	0
PT_18_0032D_22	0	0	18	0	271	0	7	0	0	0	0	0	1890	493	6	0	0	0	1047	0	101	0	1	1377	1836	10	0	1	0	0	0	0	0	0	29	34	0	50	0	0	8	0	0	1	225	41	0	0	0	0	0	0	0	0	0	0	27	0	1	0	0	0	0	0	0	0	163	0	0	0	0	1	0	1	17	0	0	0	4	0	4	0	0	17	13	0	0	0	0	0	1183	0	744	0	0	140	4	0	67	0	120	0	0	0	28	0	0	0	0	10	2	0	0	5	0
PT_18_0033D_23	0	0	0	1	24	8	367	0	0	0	0	0	3	138	2	0	1	0	0	0	283	0	2772	286	2102	2841	19	184	0	0	0	2	0	19	0	5	23	19	1	0	0	0	2	0	0	3	2	0	0	0	0	0	0	0	0	0	14	0	1	0	0	1	0	0	0	3	2	0	0	25	1	89	0	0	1	0	0	0	26	0	0	0	4	0	0	0	0	0	197	0	111	0	75	0	74	1	5	6	1	0	48	174	0	18	3	10	0	2	0	0	0	0	1	3	0
PT_18_0034D_22	0	0	0	800	3	33	2	115	0	0	1	0	424	449	273	0	0	30	0	0	131	0	1	661	3958	927	0	0	0	0	0	0	0	3	2	0	0	0	64	1	54	0	0	5	0	15	14	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	12	352	0	0	0	0	32	0	218	5	5	0	6	0	0	0	0	0	0	9	0	7	259	78	0	714	0	94	0	185	0	1	14	3	1	0	0	0	0	0	0	14	3	0	0	0	0	7	0	0
PT_19_0001D_29	11	18	10	2	553	0	1052	143	0	41	62	35	399	34	1	5	0	0	41	0	218	0	12	1	334	1214	7	346	29	33	0	1	23	147	1	329	0	0	6	3	0	24	3	4	0	26	8	440	1	7	0	58	152	0	4	143	42	12	18	2	95	0	28	53	21	42	33	2	0	0	0	317	0	148	67	114	0	5	0	0	3	8	1	31	3	163	25	73	1	385	432	92	329	0	29	27	344	12	60	0	60	143	1	6	94	0	0	584	34	29	29	17	0	0	1
PT_19_0002D_7	46	0	1	8	8	18	377	12	521	0	0	0	61	0	39	7	71	0	0	32	4	0	128	0	348	121	19	95	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	7	0	2	0	0	0	1	0	0	0	0	0	0	16	0	0	76	38	0	1	0	59	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	7	8	58	1	110	97	2	0	7541	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
PT_19_0006D_22	26	0	3	0	5	22	371	64	1	49	0	0	15	16	75	21	0	72	0	42	213	3	50	14	473	719	8	696	93	52	0	0	0	3	0	0	5	86	0	0	0	0	0	5	0	0	0	109	0	3	0	3	14	29	0	10	66	0	0	0	0	0	0	510	81	20	902	95	530	0	164	797	0	96	2	353	10	0	0	94	0	0	0	472	31	0	0	102	49	0	169	0	948	266	1	0	295	0	157	15	6	5	6	241	0	64	16	4	59	0	3	0	0	0	0
PT_19_0007D_28	0	0	9	0	648	9	12	12	0	25	1	0	818	466	439	0	170	0	0	0	349	352	205	2	1550	2176	0	0	0	4	0	1	0	16	0	4	2	41	0	0	0	0	0	0	0	0	0	13	0	0	0	0	16	0	1	7	9	0	0	3	0	7	0	336	0	0	75	0	1	0	0	171	0	58	20	0	98	0	0	0	1	0	14	66	5	0	0	151	245	162	141	0	200	0	3	20	6	5	1	0	151	202	139	124	4	228	0	8	0	0	0	0	1	0	0
PT_19_0009D_24	0	0	0	7	9	0	13	0	0	9	0	0	5	6	0	0	0	782	0	0	7	0	413	1	437	6426	949	2	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	5	0	0	0	64	0	0	0	0	0	20	0	0	0	487	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	3	0	3	0	182	0	3	15	2	0	0	40	0	0	62	0	0	0	0	0	0	0	27	0	0
PT_19_0010D_24	0	1	2	317	11	0	1278	24	0	0	3	1	235	200	175	0	114	39	20	0	43	0	3545	11	2107	213	176	286	0	0	0	7	0	0	6	7	1	5	1	0	0	0	0	3	6	3	1	2	0	0	0	0	3	0	1	0	7	0	0	0	1	0	35	0	0	3	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	3	0	0	13	0	0	696	0	147	12	99	0	4	7	0	0	0	0	0	0	7	0	0	64	0	0	0	0	0	0	0
