	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_senegalensis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_nordii	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Desulfovibrio_desulfuricans	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_goldsteinii	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Pseudoflavonifractor_capillosus	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_callidus	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_thermophilus	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
CSM67UH7	6282	0	20	55	17	0	0	2	0	1	0	237	32	0	0	0	0	170	514	0	53	0	291	0	766	1	0	0	0	0	6	0	157	3	0	0	0	112	0	0	0	2	0	0	6	17	32	0	5	5	1	2	1	27	4	0	107	4	0	196	0	21	24	0	0	0	44	7	10	1	0	0	0	1	0	0	24	68	1	0	0	3	2	42	0	0	0	0	0	0	6	65	0	0	0	552	0	0	0	0	1
CSM79HGX	0	1	0	51	343	0	0	0	0	0	0	501	0	0	0	0	680	0	0	0	193	1782	156	728	1007	141	0	0	0	0	0	0	0	0	0	2	0	6	1	0	0	7	0	160	0	155	0	0	0	0	3	0	0	337	0	0	317	327	8	1781	31	0	2	2	31	10	0	0	0	2	0	36	39	409	0	193	12	0	0	0	0	0	0	0	2	0	0	0	105	0	5	109	0	1	0	87	237	0	0	0	0
CSM79HGZ	867	0	39	875	686	17	3	0	0	0	0	419	447	0	0	0	0	72	2617	1	76	0	431	0	1277	1	0	0	0	0	10	0	48	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	3	0	0	0	0	94	0	1	435	14	0	575	0	23	0	0	2	0	122	0	0	3	0	0	7	3	0	0	82	9	0	0	1	7	204	35	23	0	0	0	0	0	1	22	0	0	0	433	0	0	0	8	1
CSM79HOV	0	5	5	23	905	0	151	0	0	2	0	361	506	0	0	3	0	0	0	80	4	247	345	963	2850	18	299	0	0	0	0	0	8	40	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	118	0	0	26	342	3	897	0	50	0	0	0	0	284	0	0	2	21	128	8	544	0	60	19	2	0	0	2	12	32	0	4	0	45	8	0	0	4	40	8	5	0	515	0	0	0	0	1
CSM79HOX	293	0	11	670	431	22	4	0	0	1	0	343	1080	0	0	0	0	110	1878	0	118	1	509	1	1450	1	0	0	0	0	3	0	33	6	0	0	0	0	0	0	0	0	0	0	3	5	0	0	1	0	1	0	0	116	0	1	400	19	0	1099	0	12	0	0	5	0	211	0	0	2	13	0	6	1	0	0	72	5	0	0	3	16	472	52	2	0	0	0	0	0	2	33	0	0	0	485	0	0	0	0	0
CSM79HOZ	686	0	35	809	716	14	2	0	0	0	0	325	554	0	0	0	0	135	2000	0	66	0	734	0	1433	1	0	0	0	0	14	0	72	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	1	1	0	0	66	0	1	356	136	0	772	0	1	1	0	0	0	228	0	0	3	9	0	8	3	0	0	124	13	0	0	5	10	168	45	76	0	0	0	0	0	1	3	0	0	0	367	0	0	0	0	0
CSM79HP2	306	0	18	659	571	17	3	0	0	1	0	630	421	1	0	0	0	163	2476	0	136	0	397	0	1183	1	0	0	0	0	6	0	39	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	33	0	1	326	334	0	1231	0	6	0	0	13	0	97	0	0	1	14	0	6	3	0	0	84	5	6	0	4	9	396	71	37	0	0	4	0	0	1	12	0	0	0	271	0	0	0	0	0
CSM79HP4	511	0	18	694	569	14	3	0	0	0	40	436	556	0	0	0	0	47	1827	0	99	0	389	0	1097	1	0	0	0	0	11	0	46	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	58	0	1	590	108	0	1265	0	0	0	0	2	0	239	0	0	2	0	0	14	2	0	0	34	14	0	0	0	12	653	133	69	0	0	1	0	0	1	0	0	0	0	438	0	0	0	0	0
CSM79HP6	314	0	7	355	570	15	3	0	0	1	56	567	922	1	0	0	0	67	1592	0	99	0	437	0	1083	1	0	0	0	0	5	0	47	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	161	0	0	470	151	0	1643	0	9	0	1	0	0	138	0	0	2	0	49	12	4	0	0	78	8	10	0	1	25	462	54	135	0	0	2	0	0	1	13	0	0	0	419	0	0	0	3	0
CSM7KOOH	769	0	15	770	702	41	6	0	0	0	166	280	2280	22	0	0	0	133	1754	0	81	0	182	550	358	5	0	0	0	0	5	0	83	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	1	1	0	0	51	0	0	4	105	0	522	0	13	0	0	2	0	38	0	0	2	5	0	5	1	60	0	0	5	0	0	5	17	64	34	336	0	0	6	0	0	4	37	3	0	0	467	0	0	0	7	1
CSM7KOOJ	494	0	7	757	586	15	2	0	0	1	84	475	1734	0	0	0	0	122	1418	1	125	0	237	700	590	1	0	0	0	0	8	0	130	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	1	2	0	0	66	0	0	395	115	0	818	0	42	1	0	0	0	120	0	0	3	2	44	7	2	31	0	15	11	5	0	2	8	308	58	100	0	0	8	0	0	2	16	0	0	0	314	0	0	0	5	2
CSM7KOOL	195	0	7	566	701	15	2	0	0	0	74	550	481	2	0	0	0	175	1610	0	329	0	74	806	1630	5	0	0	0	0	2	0	35	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	52	118	0	1095	0	2	0	0	10	0	133	0	0	4	0	65	3	4	104	0	49	3	0	0	2	16	362	92	17	0	0	4	0	0	0	15	0	0	0	361	0	0	0	0	0
CSM7KOON	370	0	18	816	665	23	3	0	0	0	240	343	883	0	0	0	0	50	681	0	162	1	330	1023	1047	1	0	0	0	0	3	0	41	0	0	0	0	0	0	0	0	0	0	0	3	23	0	0	1	16	0	0	0	112	0	12	802	77	0	813	0	0	0	0	0	0	151	0	0	3	0	0	21	1	85	0	17	9	0	0	2	48	89	32	119	0	0	6	0	0	6	37	0	0	0	813	0	0	0	0	0
CSM7KOOP	932	0	15	492	460	10	1	0	0	0	157	201	561	0	0	0	0	54	568	0	108	0	162	1100	1198	0	0	0	0	0	16	0	51	2	0	0	0	0	0	0	0	1	0	0	2	10	0	0	0	3	0	0	1	203	0	1	563	136	0	1069	0	5	8	0	9	0	435	0	0	4	9	0	23	4	61	0	9	21	2	0	0	19	415	96	213	0	0	3	0	0	2	10	0	0	0	570	0	0	0	2	0
CSMA8M9R	579	0	11	633	475	14	2	0	0	1	121	478	1001	0	0	0	0	219	1303	0	103	0	247	1033	700	1	0	0	0	0	5	0	22	19	0	0	0	0	0	0	1	0	0	0	1	5	1	0	2	2	0	4	2	6	0	1	690	23	0	784	0	15	2	0	0	0	215	0	0	3	4	57	11	4	77	0	13	4	5	0	1	18	382	80	129	0	0	0	0	0	3	32	0	0	0	447	0	0	0	7	1
CSMAAEUA	297	0	11	365	594	14	2	0	0	0	124	397	423	1	0	0	0	68	1717	0	186	0	192	1279	1683	3	0	0	0	0	3	0	39	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	3	1	0	0	54	1	1	356	58	0	541	0	23	0	0	5	0	168	0	0	2	0	42	4	11	22	0	331	10	3	0	2	44	567	58	0	0	0	4	0	0	4	7	0	0	0	276	0	0	0	0	1
CSMAE44D	200	0	8	804	713	47	10	0	0	1	148	312	359	0	0	0	0	143	1854	0	111	0	245	441	2139	2	0	0	0	0	2	0	24	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	23	0	0	184	117	0	891	0	14	0	0	2	0	177	0	0	3	1	44	9	2	79	0	37	4	0	0	3	49	316	21	45	0	0	5	0	0	0	0	0	0	0	401	0	0	0	2	2
CSMAG78W	0	0	0	0	819	0	0	0	0	1	0	126	0	0	0	0	0	0	3091	1	0	0	0	2506	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	2	28	598	0	1072	0	0	4	0	0	0	85	0	0	6	8	71	14	0	720	0	0	0	0	0	7	54	250	100	0	0	0	0	0	0	3	6	0	0	0	296	0	0	0	0	0
CSMAHYLR	0	0	0	10	902	61	7	0	0	1	231	1081	0	0	0	0	0	0	3016	4	1	1	0	2246	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	1	0	0	0	0	1	175	246	0	617	0	0	0	0	0	0	48	0	0	5	0	69	12	0	573	0	0	0	0	0	3	29	170	24	44	0	0	6	0	0	4	22	0	0	0	380	0	0	0	0	0
HSM5MD5B	22	29	0	53	0	0	0	6	1	1	0	163	0	1	2258	0	96	0	0	0	95	111	26	432	103	1	0	83	63	65	10	0	229	0	3	2	2	11	3	0	30	34	5	13	0	24	0	729	2	64	0	143	10	12	10	0	329	0	47	1977	2	858	4	0	18	2	10	7	5	6	0	0	10	0	0	255	0	133	0	0	0	27	177	68	0	7	52	4	6	0	23	39	40	100	2	478	0	30	47	9	283
HSM5MD5D	111	285	0	199	0	0	0	0	24	0	0	522	0	7	950	0	139	0	0	0	209	69	85	363	522	2	0	27	14	13	66	1	73	20	1	10	0	18	2	0	13	379	6	40	0	11	0	175	2	39	0	4	0	5	18	0	529	0	252	2969	22	7	8	0	71	0	12	3	0	31	0	0	31	0	0	743	0	58	1	0	1	22	0	5	0	154	358	27	0	0	4	43	0	0	0	212	0	0	2	7	4
HSM5MD6I	0	36	0	177	0	0	50	14	2	0	0	0	0	0	0	0	0	0	2308	0	622	3935	0	0	0	0	0	0	0	0	16	0	17	0	2	2	0	45	1	0	1	19	1	0	0	3	0	0	2	15	0	0	0	3	23	3	977	0	0	1511	7	0	2	0	1	0	7	1	5	6	6	0	16	0	0	0	0	9	0	0	0	38	0	17	0	0	34	0	1	0	11	18	0	0	0	36	0	0	0	1	1
HSM5MD6K	0	81	0	326	0	0	92	18	0	5	0	0	0	0	0	0	0	0	2172	0	449	3228	0	1	0	0	0	0	0	0	61	0	16	0	0	0	0	44	0	0	1	17	0	0	0	8	2	15	4	26	0	0	0	4	16	9	616	0	0	2553	8	0	1	0	0	0	1	1	7	4	6	0	12	0	0	0	0	8	0	0	0	5	1	47	0	0	52	0	0	0	12	14	0	0	0	57	0	0	0	0	0
HSM5MD6M	0	31	0	150	0	0	34	1	0	0	0	0	0	0	0	0	0	0	1625	0	378	4683	0	1	1	0	0	0	0	0	18	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	9	2	0	0	9	0	0	1096	0	0	1780	0	0	0	0	1	2	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	20	0	66	0	0	32	0	14	0	0	13	0	0	0	6	0	0	0	0	0
HSM5MD6Q	0	89	0	825	966	0	0	2	0	0	0	906	0	0	0	0	0	0	0	0	737	2123	0	1928	155	109	0	10	0	3	0	0	0	0	1	2	4	2	4	0	4	12	3	0	0	5	0	53	4	17	0	56	0	43	9	0	152	13	0	1050	9	18	0	0	0	0	11	15	5	8	8	0	32	0	0	0	187	0	0	0	0	23	0	15	5	0	0	0	0	38	7	21	0	2	0	37	0	3	12	174	84
HSM5MD6W	0	0	0	0	0	0	0	0	0	0	0	191	0	1	0	0	0	0	1	0	1077	5656	0	246	210	144	0	0	0	24	0	0	0	0	1	0	5	6	0	0	2	0	19	0	0	14	0	123	2	19	0	0	0	0	0	18	0	0	0	1551	7	0	0	0	0	1	9	65	0	5	0	0	21	0	0	0	240	0	2	0	0	83	0	0	0	0	0	0	50	5	3	87	0	0	0	109	0	0	0	0	2
HSM67VDT	204	37	0	180	1122	0	53	0	0	1	0	333	0	20	0	199	0	1	1	0	289	4506	137	758	821	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	14	0	5	0	0	0	51	0	6	0	13	1	1	0	0	171	39	21	164	1	6	0	0	0	3	0	0	0	0	3	67	26	0	33	515	0	12	0	0	0	3	0	1	1	24	0	0	6	21	10	16	0	3	0	78	0	0	0	2	1
HSM67VEO	2	22	0	162	840	0	29	3	0	0	0	161	43	1016	0	0	0	30	0	0	144	1913	72	461	1	11	0	0	0	7	3	0	9	0	0	0	3	0	0	0	0	1	0	4	0	5	0	28	4	7	0	0	0	30	4	2	2472	144	0	882	0	39	0	0	0	6	83	0	0	0	4	46	15	57	0	676	0	12	3	0	0	7	252	32	0	0	96	2	36	21	3	46	0	0	0	22	0	2	0	17	3
HSM67VEQ	0	156	0	575	796	4	396	3	0	1	0	494	112	589	0	0	0	427	0	0	180	1077	56	232	1	23	0	0	0	34	4	0	8	0	0	0	0	0	0	0	38	2	0	14	3	38	0	73	10	7	0	5	0	126	13	0	1397	706	0	792	0	3	0	0	0	1	43	0	1	1	0	242	8	141	0	534	0	6	0	0	0	2	7	1	3	0	395	9	7	26	24	58	1	0	0	94	0	0	0	0	0
HSM67VES	0	95	0	293	597	1	172	5	0	0	0	304	254	807	1	0	0	8	1	0	381	1805	75	590	1	7	0	0	0	21	6	0	6	9	0	0	2	0	0	0	0	0	0	5	1	8	0	29	7	11	0	5	0	18	9	1	1311	859	0	735	0	0	0	0	3	6	32	0	1	1	2	130	9	104	0	860	0	5	1	0	0	9	146	17	0	0	91	4	46	20	8	22	0	0	3	40	0	0	0	0	0
HSM67VEU	3	63	0	302	828	2	97	2	0	0	0	224	31	655	0	0	0	26	0	0	208	1194	67	486	1	16	0	0	0	4	8	0	5	0	0	0	1	0	0	0	0	51	0	5	0	1	0	27	1	9	0	0	0	14	1	3	1778	902	0	1378	1	3	0	0	0	5	55	0	0	3	10	82	19	46	0	913	0	5	1	0	0	19	158	19	0	0	126	2	35	35	2	11	0	0	0	58	0	0	0	3	0
HSM67VEW	0	68	0	387	940	1	126	3	0	0	0	217	78	468	0	0	0	11	0	0	108	1268	50	520	2	6	0	0	0	45	4	0	13	0	0	0	5	0	1	0	0	1	0	17	1	45	0	90	16	20	0	15	1	76	19	0	2240	779	0	884	1	2	0	0	0	6	79	0	2	3	0	102	29	120	0	748	0	5	0	0	0	9	27	5	0	0	129	0	42	10	23	52	0	0	0	73	0	0	0	6	0
HSM67VF3	0	0	0	0	0	0	0	0	0	0	0	1095	0	0	0	0	0	0	0	0	795	5393	0	1693	264	50	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	1	0	0	1	0	35	0	3	0	0	0	0	0	0	0	0	0	96	5	0	0	0	0	0	1	1	0	2	0	0	10	0	0	0	193	0	3	0	0	0	319	1	0	0	0	2	0	6	1	6	0	0	0	8	0	0	0	7	0
HSM67VFR	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	2627	1671	0	2	2588	0	0	3	0	39	0	0	0	0	1	0	0	18	1	21	6	0	23	18	0	3	0	0	12	6	0	157	26	0	0	0	585	0	0	0	10	0	0	0	0	1	0	13	1	1	0	0	0	0	0	1982	0	0	2	0	0	0	0	2	3	0	0	0	44	0	0	100	0	1	0	0	0	0	0	3	0
HSM67VFX	33	96	0	233	0	0	0	0	9	0	0	408	0	2	659	0	248	0	0	0	140	205	62	782	703	0	0	26	76	7	128	4	24	33	0	2	5	4	0	0	2	65	1	18	0	27	2	0	3	69	0	116	7	268	11	0	573	0	84	3427	34	6	5	0	63	0	28	0	0	41	0	0	47	0	0	585	0	16	6	0	2	77	74	21	0	53	1	0	0	0	5	63	12	14	1	272	1	2	2	3	3
HSM67VFZ	25	287	0	648	26	0	0	0	8	0	0	501	0	53	1786	0	343	0	0	0	265	567	75	845	706	3	0	2	5	5	24	0	0	0	0	1	4	8	0	0	2	61	2	7	0	22	0	0	2	15	0	146	0	40	2	0	483	0	94	1388	10	10	0	0	66	0	3	1	0	14	0	0	25	0	0	986	0	0	0	0	2	1	4	7	4	24	1	0	0	0	7	54	30	24	3	252	0	0	3	13	7
HSM67VG8	18	158	0	489	397	0	0	0	1	1	0	205	0	0	3128	0	200	207	0	0	112	284	27	3049	220	5	0	0	12	13	28	1	0	1	0	1	3	3	0	0	6	6	1	11	0	8	0	0	3	22	0	35	1	39	3	0	66	0	10	217	8	1	0	0	7	1	13	0	0	18	0	0	33	0	0	436	10	0	0	0	2	43	4	1	0	33	257	0	0	0	7	30	11	4	0	86	0	0	0	2	1
HSM67VGA	354	13	0	279	830	0	0	1	27	0	0	745	0	84	601	4	0	8	1	0	55	16	706	739	631	0	0	27	192	23	62	2	79	0	8	5	0	5	2	6	1	221	6	34	0	0	0	1009	29	16	0	6	4	10	12	6	1	81	33	1287	1	2	5	0	74	0	5	8	3	17	0	111	118	774	0	0	0	6	8	128	0	218	0	20	0	0	63	0	3	0	16	62	0	1	0	88	0	0	0	7	1
HSM67VGC	238	19	0	537	1180	0	0	0	0	0	0	437	0	43	223	4	0	2	0	0	43	226	164	435	340	0	0	3	11	1	10	0	38	0	0	0	0	0	0	0	1	78	0	3	0	0	0	588	1	4	5	6	0	79	4	0	1	143	7	4081	4	0	0	0	1	0	0	1	1	13	0	76	26	543	0	0	0	2	0	303	0	36	0	3	0	0	0	3	1	0	2	4	0	0	3	20	0	0	0	0	0
HSM67VGG	1824	40	0	1449	468	0	0	10	2	9	0	315	0	19	1402	1	0	17	0	0	54	25	399	39	275	0	0	1	13	2	108	6	113	3	24	13	2	176	9	22	95	26	43	3	0	0	0	201	14	135	0	18	0	8	0	10	0	91	0	685	0	0	13	0	0	0	4	5	23	6	2	148	66	1314	0	0	0	2	0	12	0	109	0	11	0	0	0	0	0	0	2	11	0	0	0	98	0	0	0	0	0
HSM67VGK	17	0	0	38	371	0	0	0	0	0	0	85	0	7	40	2	0	1	0	0	6	55	103	34	71	0	0	18	9	2	55	3	8	1	0	0	0	1	0	0	0	12	0	85	0	0	0	610	14	27	0	0	0	1	3	1	0	49	184	1286	0	0	1	0	0	0	1	0	1	5	0	0	15	897	0	0	0	0	0	5632	0	29	0	7	162	0	0	2	0	0	6	7	0	0	0	32	0	0	0	0	0
HSM67VGK_TR	10	1	0	44	474	0	0	0	0	0	0	92	0	8	54	1	0	0	0	0	6	62	113	34	108	0	0	11	11	1	42	3	7	0	0	0	1	2	0	0	0	16	0	69	0	0	0	541	13	37	0	0	0	2	0	2	0	79	199	1044	0	0	0	0	0	0	1	0	0	3	0	0	18	830	0	0	0	0	0	5785	0	42	0	9	184	0	0	5	1	0	4	2	0	0	0	27	0	0	0	0	0
HSM67VI3	236	61	0	205	1139	0	134	0	0	0	0	271	0	28	0	106	0	0	0	0	285	2844	75	263	1648	0	0	0	0	132	0	0	2	0	0	0	0	0	0	0	0	12	0	70	0	0	0	69	3	39	0	0	2	4	6	0	923	29	39	449	1	5	0	0	1	0	0	0	1	0	8	55	27	0	26	392	0	8	0	0	0	8	4	0	0	10	0	0	0	72	47	33	1	21	0	200	0	3	0	1	1
HSM67VI5	483	44	0	180	750	0	135	2	0	1	0	333	0	15	0	164	0	0	0	0	371	3951	95	181	523	0	0	0	0	127	0	0	2	0	0	0	0	0	0	0	0	48	0	66	0	0	0	110	8	84	0	1	1	9	27	0	944	14	25	245	1	7	0	0	7	0	1	0	5	1	0	41	14	0	47	450	0	6	2	0	0	14	7	3	0	14	0	0	0	116	102	54	0	14	0	127	0	10	2	11	4
HSM67VI7	170	32	0	130	796	0	71	3	0	0	0	290	0	46	0	214	0	0	0	0	140	4096	135	469	788	0	0	12	0	50	0	0	3	0	0	0	0	0	0	0	0	65	0	29	0	0	1	76	6	49	0	8	0	4	14	0	991	49	36	179	1	4	0	0	29	0	0	0	4	1	0	53	15	0	56	493	0	8	0	0	0	11	0	0	0	8	0	0	0	101	69	81	1	4	0	96	0	3	1	5	3
HSM67VI9	379	40	0	157	703	0	104	1	1	0	0	609	0	42	0	155	0	0	0	0	181	3739	102	715	857	0	0	2	0	25	0	0	3	0	0	0	0	1	0	0	0	13	0	18	0	0	3	42	4	53	0	5	1	4	5	0	670	55	3	141	1	9	0	0	0	1	0	0	2	1	0	66	14	0	44	372	0	6	0	0	0	14	0	17	0	22	0	0	2	271	91	141	0	2	0	80	0	1	0	7	3
HSM67VIB	3	40	0	115	1000	0	82	1	0	1	0	257	0	33	0	168	0	0	0	0	795	4314	117	684	503	0	0	20	0	146	0	0	3	0	0	1	0	7	0	0	0	61	0	2	0	0	2	26	11	99	0	4	1	18	0	0	116	17	26	438	3	2	1	0	0	15	2	0	2	3	0	38	22	0	30	361	14	15	0	0	0	14	19	1	0	4	0	0	12	0	8	104	2	11	0	191	0	1	2	8	4
HSM6XRQ8	36	4	2	3	66	0	2	0	0	0	2	97	19	15	0	15	18	0	561	0	52	43	0	27	580	29	87	1	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	11	0	0	0	110	0	0	44	19	3	1379	0	26	0	0	0	0	20	0	0	0	1	0	4	0	0	52	12	0	3	5805	0	9	0	399	0	0	0	171	2	0	14	7	0	0	0	197	17	0	0	1	2
HSM6XRQS	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	521	0	0	1223	4351	1045	0	891	0	0	0	0	3	0	0	0	0	2	0	0	66	0	27	2	0	17	0	0	0	0	0	0	0	2	28	0	0	0	0	211	0	0	0	31	0	0	0	3	0	0	2	0	2	4	0	0	0	0	1492	0	0	0	0	0	0	0	8	0	0	0	0	38	0	0	14	0	1	0	2	0	0	0	4	0
HSM6XRQU	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	434	0	0	890	4997	725	0	1084	0	0	0	0	1	0	0	0	3	1	0	3	71	1	45	1	0	29	0	0	8	0	0	6	2	0	45	5	0	0	0	296	0	0	13	37	17	0	0	1	0	0	1	0	3	1	0	0	0	0	1037	0	0	0	0	0	0	0	9	0	0	0	0	38	0	0	4	7	36	0	0	0	5	5	126	4
HSM6XRQW	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	268	0	0	581	6256	134	0	1366	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	1	0	0	0	0	0	0	0	0	112	0	0	0	0	291	0	0	11	6	5	0	0	0	1	0	0	0	0	0	0	0	0	0	811	0	0	17	0	0	0	0	6	0	0	0	0	47	0	0	15	0	0	0	0	0	0	1	51	1
HSM6XRQY	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1124	0	0	1417	4300	374	0	1231	0	0	0	0	5	0	0	0	0	0	0	6	4	0	2	0	0	13	0	0	0	0	0	5	0	0	35	2	0	0	0	160	0	0	65	21	6	1	0	5	4	0	0	0	2	0	0	0	0	0	1003	0	0	0	0	0	0	0	45	0	0	0	0	70	0	0	58	0	4	0	1	0	1	2	18	6
HSM6XRRJ	0	25	0	173	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3810	0	852	3971	0	0	1	0	0	0	0	1	13	0	5	0	1	3	0	116	0	0	1	25	0	0	0	0	0	0	0	1	0	7	1	0	0	0	0	0	0	884	9	0	0	0	0	5	1	0	0	2	0	0	8	0	0	0	0	2	0	0	0	0	11	0	0	0	14	0	22	0	0	30	0	0	0	4	0	0	0	0	0
HSM6XRSX	156	116	0	76	0	0	0	0	4	2	0	428	0	11	1715	0	103	3	0	0	162	217	43	566	705	2	0	236	61	4	123	5	194	419	1	10	1	10	3	0	24	37	8	51	0	26	2	605	7	67	0	971	0	1	17	0	362	0	71	950	15	42	27	0	77	0	20	3	0	24	0	0	43	0	0	249	0	125	0	0	1	2	14	4	9	86	106	0	1	0	7	24	1	0	0	505	0	1	8	23	11
HSM6XRT8	312	6	0	373	1031	0	0	0	1	0	0	462	0	31	327	4	0	2	0	0	7	53	465	1091	244	0	0	64	165	6	19	0	86	0	0	0	0	1	0	0	1	231	0	17	0	0	0	1524	9	17	0	0	0	48	4	6	1	145	9	1785	2	5	4	0	0	0	21	0	2	13	11	62	6	430	0	0	0	0	0	783	0	32	0	6	2	0	0	8	1	0	26	10	0	0	0	27	0	0	0	1	0
HSM6XRTG	35	1	0	57	352	0	0	0	0	0	0	135	0	16	52	1	0	1	0	0	2	39	203	236	122	0	0	4	7	5	17	0	46	0	1	0	0	0	0	0	0	116	0	1	0	0	0	81	0	3	1	0	1	14	1	1	1	264	15	1978	1	20	1	0	1	0	1	0	0	10	4	0	38	174	0	0	0	2	0	5808	0	38	0	7	9	0	0	2	6	0	1	9	0	0	0	58	0	0	0	0	0
HSM6XRUL	0	0	0	3	2029	0	157	0	0	1	0	128	0	71	0	204	554	6	929	1	414	1496	10	548	1549	132	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	10	2	6	0	1	3	2	0	0	178	28	4	388	3	152	0	0	0	0	6	0	0	2	0	160	9	1	0	301	3	0	0	0	0	1	156	0	0	1	0	0	16	0	4	44	0	0	0	69	187	3	9	12	0
HSM6XRUN	0	0	0	0	1075	0	77	0	0	0	0	132	0	142	0	112	304	0	1310	0	971	780	0	441	1830	157	0	0	7	5	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	11	1	5	6	3	0	0	0	0	110	244	4	733	0	17	0	0	0	0	10	0	0	0	0	103	8	0	0	38	55	0	0	0	0	2	1068	2	0	0	0	0	2	0	7	5	1	0	0	34	181	0	0	0	0
HSM6XRUR	14	2	2	3	32	0	0	0	0	0	1	68	20	5	0	11	29	4	189	0	20	74	1	17	270	6	73	2	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	2	0	0	79	2	1	520	0	3	0	0	0	0	3	0	0	0	1	0	1	0	0	10	10	0	1	8269	0	3	0	63	0	0	0	13	1	0	14	6	0	0	0	91	39	0	0	0	0
