	Akkermansia_muciniphila	Alistipes_onderdonkii	Alistipes_putredinis	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Barnesiella_intestinihominis	Dialister_invisus	Escherichia_coli	Eubacterium_rectale	Eubacterium_siraeum	Faecalibacterium_prausnitzii	Parabacteroides_distasonis	Parabacteroides_merdae	Prevotella_copri	Roseburia_intestinalis	Ruminococcus_torques	Subdoligranulum_unclassified
CSM79HJ4_P	0	217	605	1773	1	1	0	0	503	1769	362	368	2099	0	0	0	5	16	20	1002	422	0	0	71	71
PSM6XBRM_P	0	21	551	0	281	161	1165	0	220	1	0	2064	1225	0	466	8	150	0	252	31	0	0	0	58	38
CSM79HG7_P	0	0	2728	0	429	33	502	0	61	0	261	2234	80	0	0	0	41	167	1036	15	873	0	9	12	786
PSM6XBSC_P	0	0	194	47	0	69	0	1288	261	2900	1	696	484	247	0	0	454	0	1242	109	124	0	1732	11	13
CSM79HJ6_P	1939	1233	532	252	235	0	55	1779	84	0	528	0	1457	0	0	0	512	18	508	2	0	0	45	4	772
PSM6XBVY_P	101	0	1565	264	0	0	20	0	566	2623	398	650	3	0	0	2	0	40	1390	915	172	0	0	17	82
PSM6XBTH_P	0	0	567	109	0	43	0	1265	672	1860	8	1018	605	254	0	0	324	0	2152	465	278	0	223	3	43
MSM79HBX_P	194	0	27	94	62	11	6	0	296	1169	1201	80	334	9	1	0	0	15	855	4301	576	0	0	23	42
HSM7J4Q3_P	0	211	0	522	0	1602	11	0	1641	0	126	224	0	467	124	0	575	0	2700	1	1060	0	507	2	63
ESM718U9_P	3662	0	0	0	0	0	2418	0	52	1388	163	103	403	0	0	1251	0	0	338	112	56	0	0	0	11
PSM7J1BN_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9495	0	0	0	407	0	0	0	30	0
PSM7J1CK_P	0	0	0	0	0	29	0	998	414	2314	0	995	2379	21	0	0	392	0	1140	76	84	0	225	3	73
CSM7KOKP_P	0	115	1318	1367	1	1	0	0	116	1975	227	683	1503	0	0	0	609	237	343	272	195	0	0	323	64
PSM7J13U_P	0	0	0	0	0	2514	0	1947	2845	1286	0	97	0	0	0	16	0	0	61	0	674	0	0	3	0
PSM7J1CS_P	0	0	0	0	0	2111	0	2882	128	1365	0	357	1	0	0	21	0	0	622	0	284	0	1459	6	138
CSM7KOQZ_P	0	88	633	861	1	0	0	0	220	2501	534	883	1036	0	0	0	186	212	660	174	168	0	687	19	25
CSM7KOQP_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7084	0	0	0	0	0	0	0	40	0
MSM9VZM4_P	0	0	433	0	332	287	1872	0	805	0	0	4907	36	0	0	0	75	0	639	0	0	0	136	0	294
MSM9VZLX_P	0	0	0	328	0	6	0	0	240	2704	1180	674	2394	0	0	1	83	0	574	0	728	0	6	25	672
HSMA33NG_P	0	0	0	2085	0	1	311	0	750	1	0	1512	2795	0	0	0	77	0	214	0	461	0	0	70	55
HSM5MD49_P	0	0	0	0	0	0	2496	0	42	0	0	0	0	0	18	250	203	0	3307	1827	0	0	663	30	72
MSM5LLF2_P	3	0	0	23	3	17	44	4	106	45	18	143	343	0	0	696	6	0	234	16	0	66	16	78	22
HSM5MD5X_P	229	0	0	145	4	27	441	0	573	210	52	195	2907	0	7	62	24	0	3551	13	17	24	87	140	84
CSM5MCWA_P	119	5	40	47	2	8	4	33	47	133	32	88	148	0	65	2391	60	33	78	22	10	292	1504	13	186
MSM9VZJJ_P	0	0	0	0	0	0	0	1392	174	0	184	3627	756	477	843	725	81	0	388	614	0	0	0	123	54
CSM5MCXX_P	0	22	1077	243	854	0	0	0	4	177	321	1365	2780	193	0	105	132	411	1241	388	225	2	182	14	165
CSM67U9X_P	3	70	453	459	10	12	2	710	91	3027	79	219	2017	1	143	13	1068	20	428	297	46	50	3	63	84
PSM6XBQM_P	1	55	109	419	49	297	0	2236	82	6	40	690	1685	0	6	0	63	0	2945	112	0	8	0	42	96
MSM6J2RG_P	0	241	0	0	0	23	0	3186	519	0	0	1315	29	0	145	0	0	0	2410	0	113	0	0	160	1231
ESM7F5AE_P	23	34	353	399	124	542	55	132	725	390	163	847	489	213	54	3	152	25	480	634	19	3356	20	15	221
PSM6XBS2_P	0	0	339	38	0	69	1	1152	667	2115	1	175	632	314	5	3	377	0	3669	173	107	6	18	1	25
CSM79HH2_P	71	355	191	225	2313	77	41	376	310	937	69	420	1548	11	64	287	186	9	269	83	103	196	1	9	772
CSM79HJI_P	23	183	352	283	1	71	2375	9	62	574	89	232	641	2	161	2523	15	11	443	318	29	593	100	65	45
CSM79HNY_P	420	0	0	143	0	0	0	0	1025	2	3	3513	1591	0	5	0	1031	431	557	8	629	21	0	30	48
CSM79HJ8_P	0	253	671	809	3	2	0	1	261	1568	617	500	841	0	0	0	589	392	1550	427	549	56	0	35	71
PSM6XBTF_P	0	2	207	52	0	49	0	1370	730	2717	3	186	796	299	57	0	652	0	2093	154	141	81	191	5	28
HSM7CYWS_P	1	38	398	218	25	357	6	1106	447	1859	15	349	1558	201	79	18	416	8	2089	242	139	116	79	12	56
CSM79HJC_P	0	52	86	817	4	18	1	9	106	2035	141	539	1379	0	0	3	894	134	2347	172	379	16	0	53	34
HSM7CZ2V_P	6	5	326	528	3	202	65	24	46	3324	54	187	2906	14	0	119	56	0	486	330	271	252	6	81	160
PSM6XBTN_P	0	0	362	9	0	72	0	1266	531	3204	3	158	273	464	0	13	310	0	2029	306	454	1	290	7	87
CSM7KOKH_P	0	199	424	1700	4	8	0	1	81	3045	258	571	1428	0	0	0	224	3	312	271	312	25	0	14	24
HSM67VIJ_P	0	55	372	467	0	61	89	0	5	0	260	299	590	0	0	201	2	118	1366	0	364	5229	0	25	394
PSM7J1B3_P	0	28	101	139	497	54	61	13	56	103	112	124	253	16	30	2673	58	15	166	73	31	1246	5	12	40
CSM7KOKL_P	0	786	486	2404	1	4	13	9	209	648	418	206	944	74	34	1	763	6	428	501	162	145	0	135	150
CSM7KOR4_P	0	177	621	801	2	0	0	0	106	3008	333	1249	961	0	0	0	259	243	484	358	242	2	260	27	46
CSM7KOR8_P	0	324	818	722	4	0	0	0	163	2848	233	1446	872	0	0	0	151	318	639	241	209	0	97	4	35
PSMA2651_P	0	78	424	694	0	2228	328	1	1	4	644	2811	3	0	143	0	368	0	1095	0	0	0	1	10	255
PSM7J143_P	0	0	2	292	0	113	6	3096	997	3826	48	167	4	0	0	4	59	0	661	282	16	0	0	4	5
HSM6XRQB_P	0	0	0	800	0	1	0	625	4394	0	0	435	258	0	0	0	30	0	12	0	0	1	0	405	797
CSM67UAI_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4631	288	0	0	0	0	0	480	5	5
PSM6XBRK_P	0	0	4	340	0	175	0	2829	657	2006	16	36	945	127	0	0	328	0	722	803	120	1	0	9	21
CSM67UB9_P	0	0	0	148	1	0	0	1	4861	30	222	2897	1249	0	0	0	0	3	478	1	2	0	0	4	54
CSM79HHW_P	0	0	784	1352	0	1366	375	0	2862	0	0	0	0	0	0	10	358	0	91	0	0	0	0	93	302
PSM6XBS4_P	0	0	9	0	0	6	0	82	75	962	0	548	414	29	0	0	1818	0	5331	38	8	1	635	32	6
PSM7J13Y_P	0	0	0	832	0	33	0	3369	1371	1766	239	138	1	0	0	0	133	0	801	771	116	0	202	7	5
MSM5LLHR_P	0	73	874	699	2566	154	136	0	172	10	0	736	2132	16	153	10	182	7	742	15	358	0	1	16	57
MSM5FZ9X_P	2087	0	0	0	0	0	22	0	0	0	0	0	0	0	1264	89	361	0	184	15	0	0	5454	10	335
MSM5LLHX_P	0	27	543	146	253	0	533	0	171	3820	0	3	4	0	87	0	54	274	3198	513	275	0	0	4	8
ESM5MEDZ_P	0	0	0	0	0	0	0	0	1128	0	1	0	4840	0	13	0	503	0	1906	760	0	0	0	19	2
ESM5MEE2_P	0	0	0	1	0	0	1	0	501	1	1	15	3295	0	86	0	1052	0	3547	774	0	0	25	7	7
MSM5LLIE_P	0	21	851	572	3750	68	182	0	140	0	0	609	781	317	30	2	308	0	1102	38	402	0	0	55	72
HSM5FZBQ_P	0	222	492	1	0	325	270	0	10	36	0	811	665	0	35	110	30	0	159	633	0	5031	0	203	16
MSM5LLIC_P	225	30	523	459	71	39	1	1424	247	327	109	254	395	420	892	6	805	2	2568	150	1	0	211	70	366
MSM5ZOJY_P	34	0	0	0	0	0	0	0	0	0	0	0	0	0	451	226	665	0	0	0	0	0	7610	27	901
MSM5LLIG_P	0	57	744	261	2871	14	197	0	82	8	250	235	1149	281	57	4	788	3	1678	38	598	0	0	0	77
CSM5FZ3T_P	0	0	0	0	0	63	2438	0	0	0	2830	1	3566	0	542	0	23	0	0	0	0	0	0	0	3
MSM5LLFG_P	118	0	1879	624	0	0	1	0	984	681	532	362	488	0	0	68	290	37	2081	1	1109	0	0	139	292
MSM5LLIS_P	0	0	1	61	2	0	74	0	36	1	23	363	112	15	0	0	85	2	796	1	29	7942	75	2	31
ESM5MEE6_P	0	0	0	0	0	0	0	0	1176	0	1	3	929	0	483	28	1409	0	4539	166	0	0	796	7	4
CSM5FZ4C_P	836	0	0	331	0	0	1298	0	0	0	3405	3307	132	0	244	0	0	0	416	0	0	0	2	13	16
MSM5LLHE_P	0	156	385	268	2	0	0	2878	13	181	44	1201	492	565	444	0	0	0	2602	170	0	0	0	0	571
MSM5LLI6_P	0	102	1075	196	589	0	998	0	221	4894	0	0	0	0	37	14	23	188	432	696	245	0	0	4	15
ESM5GEYY_P	0	69	66	665	923	356	2632	0	6	0	1278	2	909	0	52	54	3	0	1244	0	316	367	0	58	106
CSM5LLGB_P	24	0	9	0	0	249	0	0	2	0	1	13	1172	0	293	38	1270	0	4062	0	4	0	2544	21	286
MSM5LLH2_P	2	0	0	10	0	0	137	0	15	0	24	136	25	4	1	98	38	0	3002	0	17	4885	172	10	89
HSM5FZBP_P	0	129	651	0	0	143	1122	0	0	17	2	333	51	0	226	330	126	0	128	655	3	5514	10	42	21
MSM5LLIK_P	0	95	898	0	64	800	382	0	1656	0	507	1058	1485	0	0	0	0	0	1061	132	105	0	0	18	73
MSM5LLH4_P	1	2	5	106	9	14	44	0	43	4	23	412	297	52	0	10	25	2	1004	0	53	7531	1	11	102
MSM5LLGH_P	1	0	0	0	0	3195	0	0	0	0	2	2033	938	0	94	3	575	0	2772	0	0	0	349	4	29
HSM5MD4U_P	6	0	0	0	0	0	0	0	0	0	0	8858	2	0	293	174	0	0	1	0	0	0	80	127	89
MSM5LLHG_P	201	74	1076	378	121	142	5	2413	108	435	41	692	713	1069	103	0	15	0	1572	216	0	0	58	8	170
ESM5GEYW_P	0	38	601	726	184	365	214	0	6	150	148	12	213	0	255	0	44	310	5299	7	709	30	9	150	248
CSM5MCV1_P	0	0	0	1477	0	5594	0	0	0	0	0	408	1	0	0	2026	84	0	0	0	0	0	0	58	1
CSM5MCVV_P	274	0	0	2577	0	687	38	0	0	1	853	3355	381	0	97	1151	45	0	55	0	0	0	0	229	105
MSM5LLHQ_P	0	25	424	119	287	1	585	0	189	5886	0	0	0	0	56	1	60	267	1161	491	305	0	0	1	5
CSM5FZ46_P	0	0	0	0	0	0	3975	0	0	0	2399	0	3020	0	103	272	49	0	4	0	0	0	0	0	0
ESM5ME9G_P	0	0	0	0	0	0	0	0	862	0	0	1	5005	0	487	6	163	0	1455	327	0	0	457	0	6
HSM5MD4B_P	17	0	0	0	0	0	2339	0	0	0	0	0	0	0	88	5	166	0	3491	2534	0	0	270	0	29
MSM5LLH8_P	4	1	4	74	8	26	17	0	37	1	21	403	238	119	0	3	0	1	570	1	49	8000	0	5	100
MSM5LLGD_P	19	0	0	0	0	2629	0	0	0	1	14	3368	279	0	153	0	297	0	3157	0	0	0	45	2	39
HSM5MD5K_P	0	25	190	0	0	111	156	0	0	0	0	85	109	0	231	50	63	0	88	89	0	8588	0	65	0
CSM5MCU4_P	0	0	0	0	0	9313	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	9	73
MSM5LLHI_P	500	163	911	136	488	45	14	1658	133	8	15	2469	419	1102	31	0	132	0	768	288	0	0	53	3	172
ESM5ME9D_P	0	0	0	0	0	0	0	0	661	6	1	6	4848	0	96	39	818	0	1920	440	0	0	87	4	13
MSM5LLHO_P	211	134	1325	404	75	46	8	2214	74	14	103	805	615	1417	382	0	22	0	1422	272	0	0	0	9	110
CSM5MCVJ_P	0	0	0	0	0	0	5142	0	0	0	982	0	3482	0	15	160	62	0	0	0	0	0	0	0	0
CSM5MCWI_P	22	0	0	504	0	0	463	0	0	0	2330	5751	431	0	98	99	0	0	158	0	0	0	0	19	27
MSM5LLHA_P	17	4	1	92	10	46	29	0	57	5	36	587	378	43	0	170	9	5	809	0	59	7031	9	5	280
HSM5MD4A_P	646	0	0	0	0	0	734	0	0	0	0	0	0	0	187	17	299	0	6254	915	0	0	334	4	26
ESM5MEBA_P	0	0	0	0	0	0	0	0	562	2	0	0	4944	0	574	0	324	0	1838	311	0	0	32	0	2
HSM5FZC2_P	0	82	539	0	0	593	968	0	0	0	0	371	430	0	324	41	2	0	232	354	0	5577	0	15	8
