	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_unclassified	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_faecis	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Subdoligranulum_unclassified	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
MSMB4LZP	0	0	0	0	0	0	0	0	0	0	104	778	0	0	0	33	0	3071	0	0	0	0	0	0	0	35	0	0	17	0	21	0	0	0	0	17	0	0	0	51	18	0	0	2	9	30	0	2	0	0	0	1097	19	0	0	0	0	4	0	0	1	0	0	0	350	0	0	2	56	0	0	0	4000	0	0	121	0	28	19	57	1	6	4	2	1	3	4
MSMB4LZR	0	0	0	0	0	5	0	0	0	2	329	762	0	0	0	105	0	4741	0	0	0	0	0	0	0	35	0	20	22	28	48	0	4	0	0	181	0	0	0	502	62	0	0	14	0	0	0	0	0	0	0	244	54	0	0	0	2	13	0	0	2	0	0	0	144	0	0	4	86	0	0	0	2298	0	0	27	0	81	40	51	1	0	10	2	0	0	2
PSM6XBSE	0	0	2	0	0	8	0	48	0	0	0	875	0	74	0	13	52	453	0	77	0	0	39	0	0	0	0	0	0	0	8	0	0	0	0	10	0	0	1	0	33	12	0	0	0	0	8	9	1450	0	11	2502	0	13	0	0	0	52	0	0	48	0	95	0	0	0	0	27	0	0	0	34	2162	520	0	0	0	392	121	56	1	16	242	34	13	60	115
PSM6XBT3	196	0	0	0	0	128	0	737	0	0	0	190	0	3584	0	1048	0	2230	126	0	0	20	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	55	12	0	30	161	28	0	60	0	2	0	0	423	0	0	0	0	0	11	71	0	84	0	0	0	58	97	0	309	1	0	0	52	0	147	26	0	0	76	0	0	0	0	14	0	0	0	5
PSM6XBT5	70	0	0	0	0	19	0	455	0	0	0	77	0	2086	0	1375	0	4285	13	0	0	0	6	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	12	2	0	0	0	47	0	53	0	167	0	0	525	0	0	0	0	0	0	49	0	0	0	0	0	49	66	0	292	0	0	0	198	0	63	0	0	0	12	0	0	0	0	36	0	0	0	2
PSM6XBT7	0	0	0	0	0	20	0	839	0	0	0	102	0	820	0	532	0	2378	3	0	0	2	20	0	0	12	0	0	0	0	10	0	0	6	0	0	0	0	0	0	32	0	0	4	0	0	3	0	281	0	0	357	12	0	0	0	0	3	37	0	4	7	0	0	122	35	0	206	33	0	0	24	3719	251	0	0	0	17	0	23	0	0	74	0	0	0	2
PSM6XBT9	0	0	0	0	0	74	0	384	0	0	0	72	0	1192	0	542	0	2406	2	0	0	0	0	0	0	0	483	0	0	0	4	0	0	0	0	0	0	0	0	0	22	0	51	8	0	0	27	0	144	0	0	218	0	0	0	0	0	19	0	0	54	0	0	0	24	17	0	262	3	0	0	0	3564	337	0	0	0	72	0	0	0	0	11	0	0	0	0
PSM6XBTB	0	0	0	9	0	6	0	642	0	7	0	191	11	1892	0	1621	30	2216	14	0	0	0	7	0	0	4	348	0	5	0	13	0	0	1	0	0	0	0	0	0	2	0	16	14	0	5	8	0	227	0	0	101	0	2	0	0	0	9	21	0	3	3	0	0	64	93	0	253	11	0	0	6	1809	133	0	0	0	52	0	7	0	0	122	1	0	0	3
PSM6XBTD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSM6XBVI	0	0	216	0	2	2	0	973	0	0	0	1496	0	45	0	577	700	1098	45	1666	0	0	176	0	0	0	0	0	0	0	37	1	75	27	0	42	0	0	33	67	8	13	0	0	3	0	1	11	113	0	13	439	0	2	0	0	0	3	1	0	10	18	0	81	43	0	28	539	0	0	0	0	0	13	2	0	0	17	5	241	0	0	185	0	0	7	3
PSM6XBVK	0	0	0	0	0	0	0	271	0	0	0	1393	0	295	0	50	111	1846	64	198	0	0	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	0	2	2	3	0	0	0	1	5	267	0	1	567	0	10	0	0	0	0	1	0	10	0	0	0	0	0	10	166	0	0	0	0	0	29	22	0	0	9	1	40	0	2	18	1	9	12	21
PSM6XBVM	0	1	288	0	9	0	0	1519	0	0	0	675	1	272	1	77	324	1194	88	837	0	0	17	0	0	0	0	0	0	5	7	0	1	1	0	7	0	0	18	27	1	2	4	24	0	0	1	19	80	0	6	576	0	28	0	0	0	3	4	0	0	8	0	291	15	0	149	0	0	0	0	0	0	345	0	0	0	19	0	95	6	0	95	1	6	84	25
PSM6XBVO	0	0	258	0	1	0	0	1058	0	0	0	434	0	614	0	11	1384	1162	139	850	0	0	39	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	14	3	5	0	1	0	0	2	4	298	0	7	767	0	29	0	0	0	1	0	0	1	2	0	46	27	0	125	51	0	0	0	0	0	40	19	0	0	13	1	87	1	11	25	3	8	18	73
PSM6XBVQ	0	1	22	0	11	2	0	709	0	0	0	549	0	220	0	48	537	1588	83	250	0	0	102	0	0	0	0	0	0	2	1	0	4	1	0	22	0	0	13	34	34	50	0	28	5	0	1	19	1104	0	56	1979	0	22	0	1	10	2	5	0	36	8	0	28	14	0	70	106	0	0	0	0	0	21	34	0	0	15	13	21	3	13	68	8	9	2	80
PSM6XBVS	0	0	0	0	0	0	0	871	0	0	0	216	0	960	0	4	887	1044	193	141	0	0	36	0	0	0	0	0	2	0	10	0	3	0	0	0	0	0	7	0	6	6	0	0	0	4	2	1	646	0	9	692	0	15	0	0	0	0	0	0	2	2	2	0	1	0	86	0	0	0	0	0	0	164	0	0	0	8	2	8	3	13	9	5	6	29	40
PSM7J127	0	0	0	0	0	0	0	654	0	0	0	205	0	1836	0	2951	0	2140	3	0	0	0	2	0	0	3	0	0	0	0	13	0	0	1	0	0	0	0	0	0	3	0	1	2	7	0	5	0	72	0	0	161	0	0	0	0	0	14	21	0	0	4	2	0	21	53	0	321	9	0	0	3	1365	50	0	0	0	42	0	10	0	0	17	1	0	0	0
PSM7J12B	0	0	0	0	0	0	0	657	0	0	0	336	0	1170	0	2382	0	3972	1	0	0	0	6	0	0	9	0	0	0	0	22	0	0	0	0	0	0	0	0	0	6	0	0	17	0	0	13	0	74	0	0	228	0	0	0	0	0	4	15	0	0	37	0	0	0	77	0	502	23	0	0	54	319	39	0	0	0	7	0	2	0	0	13	0	0	0	3
PSM7J12D	0	0	0	0	0	0	0	1605	0	1	0	499	0	1917	0	1642	1	2242	39	0	0	7	3	0	0	2	0	0	0	0	12	0	0	0	0	0	0	0	0	0	61	0	0	7	0	0	10	0	19	0	0	1154	0	5	0	0	0	4	14	0	0	19	0	0	0	60	0	401	6	0	0	30	38	139	0	0	0	11	1	0	0	0	3	3	0	2	8
PSM7J12F	0	0	0	0	0	0	0	1479	0	0	0	158	0	1309	0	1459	0	4380	37	0	0	19	4	0	0	2	1	0	0	0	7	0	0	1	0	2	0	0	0	0	12	0	10	0	4	0	19	0	7	0	0	514	0	0	0	0	0	0	4	0	0	8	0	0	0	67	0	294	5	0	0	9	7	134	0	0	0	3	30	0	0	0	6	0	0	0	0
PSM7J12V	0	3	0	147	15	0	0	373	2	36	22	228	0	120	779	19	285	246	12	178	0	0	0	13	0	4	0	3	0	0	0	0	0	0	1	0	0	1	12	0	25	7	0	0	0	113	2	2	5413	0	0	1123	33	0	7	0	0	0	18	0	0	11	5	0	66	32	33	26	1	0	0	0	115	0	4	0	241	0	12	59	0	0	138	0	0	3	12
PSM7J12Z	0	35	1	405	96	0	0	278	20	118	326	196	0	128	1817	13	317	182	11	498	0	0	35	49	2	29	0	0	0	1	0	0	0	0	8	0	41	2	13	0	39	26	0	2	0	0	13	1	1827	177	0	1236	6	4	2	0	2	0	51	0	1	9	20	165	115	49	453	0	39	6	0	0	0	89	0	0	642	0	142	20	0	0	244	0	0	0	0
PSM7J169	0	0	0	0	0	16	0	1047	0	0	0	98	0	534	0	1165	0	2054	6	0	0	3	0	0	0	1	0	0	0	0	5	0	0	3	0	8	0	0	0	0	0	0	26	0	2	0	5	0	955	0	0	1225	0	0	0	0	0	15	23	0	26	5	0	0	0	43	0	247	4	0	0	122	1723	540	0	0	0	66	1	9	0	0	16	0	0	0	0
PSM7J16B	0	0	0	0	0	0	0	144	0	0	0	46	0	0	0	43	0	246	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	5182	548	0	0	0	7	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1891	0	0	0	0	0	0	0	0	16	0	0	0	0	71	163	33	30	667
PSM7J16F	0	0	0	0	0	10	0	883	0	0	0	115	0	616	0	2118	0	3905	3	0	0	0	0	0	0	7	0	0	0	0	15	0	0	5	0	51	0	0	0	0	3	0	0	51	0	0	2	0	196	433	0	441	0	0	0	0	0	15	9	0	14	50	0	0	0	128	0	618	18	0	0	89	20	68	0	0	0	75	0	6	0	0	14	0	0	0	0
PSM7J16H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4377	5524	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSM7J18Q	0	2	1310	0	32	0	0	680	0	0	0	176	0	941	0	82	329	648	54	1382	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	21	1	3	0	0	0	10	0	7	132	0	3	220	0	2	5	0	1	0	2	0	0	9	6	288	17	0	165	726	0	0	21	3	236	67	0	0	0	0	0	17	0	0	31	0	0	2	5
PSM7J193	0	0	0	0	0	0	0	409	0	0	0	58	0	2949	0	2449	0	1989	15	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	17	0	43	0	0	828	3	30	0	0	0	0	17	0	0	13	0	0	70	94	0	570	6	0	0	27	226	106	0	0	0	2	0	0	0	0	46	4	0	1	6
PSM7J1AM	0	0	0	0	0	0	0	1084	0	0	0	375	0	1370	0	2608	0	1892	29	0	0	16	9	0	0	20	0	6	4	3	16	0	0	35	0	0	0	0	0	0	7	0	0	138	0	0	10	0	78	0	0	1112	10	1	0	0	0	1	25	2	0	45	0	0	85	58	0	318	27	4	0	188	157	67	0	0	0	6	0	10	0	0	172	0	0	4	4
PSM7J1AO	0	0	0	0	0	0	0	613	0	0	0	304	0	2757	0	2084	0	2480	0	0	0	4	55	0	0	0	0	0	0	1	10	0	0	9	0	0	0	0	0	0	2	0	7	14	6	0	4	0	71	0	0	581	8	6	0	0	0	6	5	0	0	29	0	0	106	45	0	212	5	0	0	100	78	275	0	0	0	26	0	0	0	2	60	6	0	2	6
PSM7J1AQ	0	0	0	0	0	0	0	460	0	0	0	144	0	1746	0	1930	0	3496	7	0	0	1	8	0	0	6	0	0	0	0	16	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2	0	78	0	0	323	5	0	0	0	0	4	12	0	0	19	0	0	162	38	0	220	8	0	0	34	1101	49	0	0	0	12	0	8	0	0	97	0	0	0	0
PSM7J1AS	0	0	0	0	0	0	0	869	0	0	0	342	0	1689	0	1676	0	3386	59	0	0	9	42	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	13	0	0	20	16	0	12	0	414	0	0	202	2	11	0	0	5	4	21	0	0	7	0	0	47	55	0	249	4	5	0	17	122	601	0	0	0	17	0	7	1	0	44	1	2	4	13
PSM7J1AU	0	0	0	0	0	0	0	1204	0	0	0	367	0	1622	0	2170	0	3159	6	0	0	8	4	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	17	0	0	2	0	0	4	0	322	0	0	545	0	13	0	0	0	0	45	0	0	1	0	0	10	36	0	194	10	0	0	83	62	85	0	0	0	2	0	3	0	0	7	2	0	1	8
PSM7J1B7	0	0	135	0	1	0	0	834	0	0	0	123	0	632	0	77	1548	838	142	373	0	0	2	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	1	30	1	2	6	0	0	0	2	3	112	0	22	59	0	73	0	0	0	0	0	0	0	0	0	156	0	0	509	88	0	0	0	0	143	88	0	0	0	1	0	0	0	0	17	1	8	48	50
PSM7J1B9	0	0	217	0	0	0	0	1686	0	0	0	190	0	299	0	47	540	910	81	506	0	0	9	0	0	0	0	2	2	1	12	0	1	0	0	3	0	0	18	174	12	10	1	15	0	0	10	10	794	0	24	476	0	0	0	0	0	0	6	0	1	7	14	132	10	0	352	35	0	2	0	0	19	204	0	0	0	0	3	13	0	0	37	0	0	2	4
PSM7J1BB	0	0	73	0	0	2	0	290	0	0	0	136	0	321	0	9	621	856	48	99	0	0	17	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	7	22	33	0	0	0	1	5	8	1352	0	90	768	0	303	0	0	0	0	1	0	6	1	30	39	3	0	97	26	0	32	0	16	1169	539	0	0	0	2	7	23	2	5	48	13	42	61	329
PSM7J1BD	0	0	270	0	1	0	0	404	0	0	0	173	0	140	0	25	1088	286	28	440	0	0	9	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	196	6	7	0	0	0	0	0	17	767	0	19	519	0	12	2	0	0	0	1	0	0	4	4	210	8	0	297	0	0	0	0	22	990	200	0	0	0	0	9	7	0	5	47	4	11	30	89
PSM7J1BF	0	0	192	0	1	0	0	453	0	0	0	178	0	190	0	27	811	328	50	438	0	0	4	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	1	68	14	4	0	0	3	0	2	9	1419	0	29	671	0	17	0	0	3	0	2	0	1	4	17	152	9	0	306	0	0	13	0	23	1120	462	0	0	0	1	40	24	0	3	33	5	7	19	83
PSM7J1BH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0
PSM7J1BV	0	20	0	371	145	1	0	280	39	101	197	236	0	513	4838	6	452	241	3	572	19	10	21	15	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	1	5	11	0	0	0	19	20	0	20	0	0	228	0	0	0	0	0	0	10	0	2	1	0	119	35	63	1073	0	0	0	0	2	34	17	109	0	62	0	16	0	0	0	56	0	0	0	1
PSM7J1BX	0	1	0	195	13	0	0	225	2	27	100	409	0	291	1846	0	754	144	2	1159	20	17	87	6	0	0	0	0	0	1	5	0	0	0	0	5	72	36	94	0	1	6	34	0	5	7	5	0	0	2	0	3302	5	0	15	0	0	0	0	0	0	3	0	71	123	61	593	0	0	4	0	0	0	5	3	0	0	0	26	4	0	0	209	0	0	0	3
PSM7J1C4	0	61	2	278	76	0	4	137	53	114	158	126	0	838	1927	4	387	303	0	108	75	17	30	47	1	2	1612	0	0	0	0	0	0	0	32	0	41	3	17	0	17	17	0	0	0	11	12	1	67	40	0	1036	2	2	10	0	0	0	0	0	1	10	0	122	83	155	1166	0	1	0	0	19	3	11	108	0	108	0	37	0	0	0	511	0	0	0	0
PSMA264K	0	0	0	0	0	0	0	169	0	22	575	254	0	113	5354	0	218	318	12	34	0	0	22	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	6	0	19	40	7	0	0	0	0	0	0	0	0	2794	2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	4	0	0	0	20	0	0	0	0
PSMA264O	0	0	0	0	0	0	0	813	0	0	0	0	448	110	79	279	49	295	1	0	42	0	9	0	0	0	0	1	0	0	8	0	0	3	0	13	0	0	0	136	6	0	0	0	0	22	0	0	35	0	0	1757	24	39	0	0	0	0	9	0	11	1	0	0	43	1	56	113	0	10	4933	199	25	168	0	0	0	5	0	4	0	0	1	5	3	30	9
PSMA264Q	0	0	0	0	0	0	0	1187	0	0	0	0	502	117	137	180	42	374	0	0	7	0	12	0	0	0	0	2	0	0	10	0	2	2	0	15	0	0	16	299	0	0	8	0	0	0	0	0	17	0	0	1125	32	3	0	0	0	0	6	0	0	1	0	0	19	2	217	155	0	0	5005	79	49	27	0	0	0	5	0	7	0	0	70	0	0	1	0
PSMA264S	0	0	0	0	0	0	6	524	0	0	0	0	707	54	129	98	28	226	0	0	27	0	13	0	0	0	0	1	0	0	15	0	0	0	0	3	0	0	18	172	0	0	9	0	0	23	0	0	62	0	0	975	32	20	0	0	0	0	6	0	2	2	0	0	18	1	140	147	0	0	5831	70	19	142	0	0	0	2	0	5	0	0	248	2	3	32	20
PSMA264U	0	0	0	0	0	0	0	301	0	0	0	0	705	75	149	62	32	378	3	0	4	0	2	0	0	0	16	0	0	0	5	0	0	1	0	4	0	0	9	53	0	0	2	1	0	93	0	0	119	0	0	2524	29	47	2	0	0	0	13	0	0	2	0	0	13	2	82	103	0	0	4009	130	113	126	0	0	0	1	0	8	0	0	513	6	0	3	3
PSMA264W	0	0	0	0	0	0	0	387	0	0	0	0	696	97	177	70	87	294	5	0	31	0	19	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	19	53	0	0	13	0	0	227	0	0	77	0	0	3102	38	33	14	0	0	0	3	1	2	3	3	0	31	1	95	122	0	4	3238	47	91	125	0	23	0	2	1	10	0	0	537	0	0	5	15
PSMA265X	0	0	188	0	0	1	0	0	0	0	0	1293	0	89	0	135	569	3704	11	0	0	0	58	38	2	0	0	0	0	1	2	0	0	1	3	6	0	0	0	5	36	0	0	7	0	49	15	8	1270	0	61	1176	9	4	1	1	0	0	0	0	10	87	44	0	113	60	285	0	0	0	0	0	112	3	0	0	0	2	19	98	0	0	372	0	0	1	0
PSMA266U	0	0	5	0	0	2	2	0	0	0	0	235	0	27	0	6	103	1365	0	0	21	0	23	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	7	0	0	3	16	12	35	44	4624	0	116	1637	0	146	0	0	0	0	0	0	4	4	15	0	14	21	135	0	0	31	0	0	204	4	0	0	0	0	97	338	1	0	140	0	0	1	1
PSMA266Y	0	0	28	0	0	0	0	0	0	0	0	648	0	339	0	101	156	4711	41	0	6	0	8	19	0	0	0	0	0	0	0	0	0	1	111	2	0	0	0	96	4	0	0	0	0	27	0	3	1018	0	40	1607	8	95	0	0	0	0	0	0	0	6	8	0	50	45	416	0	0	0	0	17	106	12	0	0	0	0	1	17	2	1	212	1	0	7	2
PSMA2671	0	0	58	0	0	0	0	0	0	0	0	548	0	117	0	55	275	2715	16	0	1	0	8	11	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	129	1	0	0	1	0	70	2	3	2415	0	355	1580	0	89	0	0	0	0	0	0	1	3	13	0	16	24	357	0	0	0	0	3	341	18	0	0	0	0	36	47	0	0	335	0	0	0	1
PSMA2675	0	0	81	0	0	1	0	0	0	0	0	400	0	130	0	208	355	1434	16	0	7	0	42	4	0	0	0	0	0	0	1	0	0	0	107	2	0	0	0	41	13	0	0	0	1	163	2	1	1374	0	158	3469	3	5	0	0	0	0	1	0	5	16	24	0	80	82	300	0	0	18	0	20	434	31	0	0	0	1	24	92	12	0	683	0	0	3	0
PSMA267J	0	0	0	0	0	0	0	368	0	0	0	0	930	81	118	116	101	181	0	0	4	0	18	0	0	0	0	1	0	0	3	0	0	0	0	2	0	0	4	5	0	0	2	0	0	77	0	0	16	0	0	2053	17	5	4	0	0	0	4	0	0	1	0	0	20	1	87	99	0	0	4752	70	22	76	0	7	0	0	1	6	0	0	381	0	0	0	0
PSMA267P	0	0	0	0	0	0	0	559	0	0	0	0	826	67	106	445	126	94	0	0	61	0	6	0	0	0	90	5	2	0	4	0	1	0	0	5	0	0	7	153	0	0	1	0	0	0	0	0	17	0	0	460	23	22	4	0	0	0	7	0	1	1	0	0	6	1	330	43	0	0	5286	94	95	70	0	1	0	0	1	9	0	1	753	5	1	3	3
PSMA267R	0	0	0	0	0	1	0	109	0	0	0	0	510	23	51	42	54	78	0	0	11	0	3	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	33	223	0	0	24	0	0	10	2	0	618	0	0	1144	9	48	0	0	0	0	0	0	10	1	12	0	3	0	150	0	0	35	5911	9	92	65	0	13	0	0	14	1	0	0	534	1	1	2	5
PSMA269S	0	0	112	0	0	7	0	0	0	0	0	992	0	186	0	166	415	2008	25	0	5	0	86	76	6	0	0	7	0	0	3	2	0	6	504	51	0	0	0	236	35	0	0	4	0	67	13	1	562	0	44	2798	12	2	1	1	5	0	0	0	28	78	3	0	90	87	398	0	0	0	2	0	14	3	0	0	0	3	60	91	0	0	666	0	0	0	1
PSMA269W	0	0	113	0	0	3	0	0	0	0	0	2383	0	95	0	60	258	1864	12	0	15	0	32	43	3	0	0	3	0	3	46	1	0	30	88	36	0	0	0	275	17	0	0	12	0	92	9	0	565	0	39	1664	26	33	1	0	0	0	1	0	14	68	0	0	43	64	468	0	0	0	0	1	0	1	0	0	0	7	15	112	2	7	1256	0	0	58	15
PSMA26A1	0	0	308	0	0	1	1	0	0	0	0	1267	0	95	0	114	471	2372	0	0	11	0	22	41	1	0	0	0	0	0	0	0	0	0	313	0	0	0	0	229	9	0	0	1	2	93	2	0	431	0	3	2250	10	22	0	0	0	0	0	0	7	78	5	0	164	36	710	0	0	0	0	2	1	6	0	0	0	1	9	35	0	0	737	0	0	2	4
PSMA26A3	0	0	14	0	0	6	0	0	0	0	0	518	0	113	0	37	178	1939	16	0	50	0	15	6	0	0	0	0	0	0	0	0	0	3	1	12	0	0	0	136	13	0	0	46	5	54	3	1	2717	0	53	2560	7	1	0	0	0	0	1	0	23	17	5	0	77	27	196	0	0	0	0	47	223	17	0	0	0	1	6	65	0	0	738	0	0	4	2
PSMB4MBI	0	0	0	0	0	0	0	26	0	0	0	0	250	27	112	10	16	112	0	0	20	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	4	141	0	0	6	0	0	16	0	0	303	0	1	2063	9	6	1	0	0	0	0	0	0	0	1	0	2	1	208	3	0	0	5324	8	19	24	0	6	0	0	1	3	0	0	1134	0	0	0	0
PSMB4MBK	0	0	0	0	0	9	0	269	0	0	0	0	553	17	91	88	56	108	4	0	90	0	20	0	0	0	0	15	1	2	14	0	3	1	0	54	9	0	69	1875	2	0	0	0	0	107	15	0	574	0	3	3219	101	27	35	0	0	0	2	7	31	7	25	0	14	1	184	0	0	9	224	13	14	173	0	46	0	1	2	32	1	1	1631	1	0	3	2
PSMB4MC1	0	0	358	1	0	6	4	0	0	0	0	1584	2	257	0	238	221	2807	30	0	6	0	17	94	6	0	0	1	0	0	6	0	0	2	57	12	0	0	0	156	19	0	0	25	14	47	13	5	972	0	14	1579	16	7	0	1	0	0	3	0	22	30	0	0	166	133	513	0	0	2	0	14	14	7	0	0	0	3	17	76	0	0	384	0	0	12	4
PSMB4MC3	0	0	84	0	0	0	0	0	0	0	0	830	0	474	0	140	263	4510	76	0	0	0	3	116	6	0	0	0	0	0	3	0	0	4	5	4	0	0	0	204	3	0	8	0	0	15	1	0	224	0	57	1911	14	3	0	0	2	0	0	0	0	26	7	0	50	28	385	0	0	0	0	1	185	4	0	0	0	0	3	9	0	0	323	0	0	8	2
PSMB4MC5	0	0	21	0	0	3	0	0	0	0	0	455	0	72	0	58	51	2839	0	0	3	0	27	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	27	10	0	0	0	1	29	10	10	1809	0	70	1923	2	21	0	0	0	0	0	0	13	11	83	0	35	20	162	0	0	0	1	5	930	18	0	0	0	0	156	323	0	0	138	1	0	5	2
PSMB4MC7	0	0	0	0	0	7	0	174	0	0	0	0	832	44	159	90	73	251	5	0	7	0	5	0	0	0	0	4	0	0	12	0	0	0	0	9	14	0	26	486	4	0	17	0	2	72	15	0	1250	0	0	1271	25	9	2	0	0	0	1	0	21	3	33	0	3	2	336	50	0	14	2847	18	64	276	0	32	0	0	21	4	0	0	1041	1	1	6	6
CSM5FZ4A_P	14	61	0	0	0	0	0	498	6	14	60	0	0	663	3319	3	1253	2480	0	0	0	0	2	50	6	15	121	0	6	0	7	0	1	0	6	0	2	0	0	0	0	4	0	0	3	8	0	0	55	0	0	211	16	0	0	0	0	0	0	0	0	17	0	0	275	272	239	0	0	0	0	0	0	15	0	0	0	0	0	3	0	0	158	0	0	0	0
CSM5FZ4E_P	0	6	264	784	1	0	2	5	0	562	0	0	0	2107	0	276	4345	7	75	0	0	0	0	42	9	0	0	4	1	0	0	0	7	0	0	2	0	0	13	0	2	18	0	0	0	0	78	0	0	53	0	517	0	0	2	0	0	0	1	2	0	7	0	32	49	1	2	351	0	0	0	0	0	0	0	1	63	34	20	14	0	0	241	0	0	0	0
ESM5GEZ4_P	0	0	0	0	0	0	0	385	0	262	1	0	332	711	0	982	661	988	13	0	48	8	48	0	0	12	0	3	3	3	6	1	0	6	45	14	5	0	9	207	1	14	0	0	0	381	0	0	335	0	90	2262	34	14	0	0	0	0	5	0	0	16	0	0	250	0	1014	462	7	0	36	3	195	15	0	0	0	1	0	2	0	0	25	58	3	19	0
ESM5GEZ6_P	6	6	17	1749	0	3	3	169	0	209	1	0	168	335	10	343	141	391	7	0	217	45	295	12	0	12	0	12	25	7	71	8	38	12	48	136	53	0	20	76	12	52	0	59	53	181	0	0	705	0	62	1765	70	11	0	0	15	24	3	0	3	25	13	0	471	0	423	268	6	0	1	59	618	84	0	6	14	62	4	41	5	8	94	2	2	32	25
