	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_senegalensis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_nordii	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Desulfovibrio_desulfuricans	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_goldsteinii	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Pseudoflavonifractor_capillosus	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_callidus	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_thermophilus	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
PSMA265D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	2	0	0	7	0	0	6	0	44	0	0	0	0	0	2	0	0	29	5	0	0	0	2193	0	0	2936	13	137	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	35	4165	161	0	0	0	0	13	0	0	15	0	1	23	22	0	2	29	24	76
PSMA265F	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	59	0	0	0	0	6	0	1	55	0	1	85	0	192	0	0	0	16	0	3	0	4	56	0	0	0	0	315	0	0	7353	60	75	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	19	364	686	0	0	0	0	82	0	0	28	4	0	0	317	0	0	14	43	36
PSMA265H	0	0	0	0	0	0	0	2	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	58	0	0	0	0	14	0	8	82	0	12	17	0	114	0	0	0	58	0	0	0	3	35	10	0	0	0	4076	0	0	3637	33	11	17	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	958	65	0	0	0	0	345	0	0	82	28	3	24	78	0	0	33	34	90
PSMA265J	0	0	0	0	0	0	0	0	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	251	0	0	0	0	3	0	4	7	0	0	37	0	122	0	0	0	17	0	1	0	2	2	0	0	0	0	1227	0	0	5123	44	6	8	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	37	2259	104	0	0	0	0	308	0	0	106	14	12	0	52	0	0	40	45	95
PSMA265J_TR	0	0	0	0	0	0	0	0	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	251	0	0	0	0	3	0	4	7	0	0	37	0	122	0	0	0	17	0	1	0	2	2	0	0	0	0	1227	0	0	5123	44	6	8	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	37	2259	104	0	0	0	0	308	0	0	106	14	12	0	52	0	0	40	45	95
PSMA265L	0	0	0	0	0	0	0	2	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	138	0	0	0	0	36	0	56	153	0	20	91	0	436	0	0	0	221	0	6	0	0	65	0	0	0	0	336	0	0	4360	104	228	78	0	56	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	1224	839	0	0	0	0	164	0	0	88	7	1	9	586	0	0	59	100	377
ESM5GEZ1_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3086	0	0	0	0	0	1138	233	0	0	0	0	0	0	0	9	0	4	10	0	98	1	1	66	10	221	0	0	0	0	574	0	0	1	252	0	12	0	0	1515	0	0	1178	16	64	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	5	0	0	0	6	282	20	0	0	0	27	2	0	0	6	0	0	0	3	741	69	14	204	129
HSM5MD8H_P	14	34	0	25	0	0	78	28	0	0	0	203	0	0	0	0	0	0	1870	0	852	2031	0	0	0	0	0	0	0	4	8	0	10	0	0	0	0	0	0	0	0	18	0	0	0	0	0	28	1	125	0	1	0	19	13	34	2253	0	0	1515	0	7	0	0	21	4	4	0	34	1	0	0	6	0	0	0	0	4	0	0	0	26	0	23	0	0	264	0	33	104	13	93	0	0	0	181	0	4	1	4	8
MSM6J2JH_P	0	12	0	9	114	0	81	0	0	2	3	128	39	57	21	102	0	83	326	1	49	0	84	159	141	1	402	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	130	0	0	219	72	8	899	0	0	0	0	2	0	8	0	0	8	1	71	7	0	164	0	97	0	0	5296	0	27	105	64	0	0	48	0	0	17	8	5	0	0	0	770	147	0	0	0	0
HSM5MD8D_P	126	1	0	46	230	0	0	0	2	4	0	155	0	11	52	1	0	0	0	0	3	19	88	157	166	0	0	2	31	3	27	0	76	0	0	0	0	0	0	0	0	16	0	0	0	0	0	308	0	0	2	0	0	9	1	9	0	242	4	2171	0	8	3	0	0	0	3	0	0	3	0	0	41	134	0	0	0	0	0	5701	0	11	0	0	26	0	0	0	0	0	6	8	0	0	0	92	0	0	0	0	0
HSM6XRQC_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5658	0	0	211	686	87	0	86	0	0	0	0	4	0	0	0	1944	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	80	13	0	0	0	248	0	0	0	0	39	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	150	0	0	29	0	8	0	6	0	30	39	602	0
HSM5MD6O_P	0	20	0	432	501	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	355	1894	0	2636	865	36	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	69	0	0	4	0	0	95	0	0	49	0	0	342	2	17	0	0	0	0	0	0	0	3	0	0	10	0	0	0	2139	0	0	0	0	8	0	16	20	0	0	0	0	1	1	15	0	0	0	9	0	2	13	96	34
HSM6XRT6_P	147	80	0	28	0	0	0	1	4	0	0	489	0	1	358	0	126	1	0	0	107	23	56	259	410	0	0	291	273	20	773	7	262	0	5	3	0	28	7	0	16	72	38	173	0	58	3	144	2	96	0	1587	0	201	228	0	184	0	34	783	4	132	38	0	0	6	4	16	5	19	0	0	45	0	0	146	0	168	0	0	0	11	35	4	2	0	184	0	0	0	85	90	13	17	0	1582	0	0	1	3	10
HSM6XRTA_P	529	1	0	73	378	0	0	5	1	0	0	914	0	13	107	2	0	2	0	0	69	84	112	267	388	0	0	30	65	113	64	1	82	0	2	1	0	3	4	0	8	232	1	13	0	0	0	2660	9	21	0	34	0	117	41	24	0	14	29	1153	5	0	5	0	2	2	5	20	12	15	0	0	71	93	0	0	2	0	7	1290	0	136	392	68	0	0	0	3	14	0	19	0	0	0	0	173	0	0	0	0	1
HSM6XRSZ_P	72	284	0	620	0	0	0	0	17	8	0	1432	0	28	1679	0	137	2	0	0	242	168	171	420	1260	3	0	20	8	2	98	1	69	0	0	4	0	13	0	0	15	14	7	37	0	33	0	86	4	24	0	104	0	18	1	0	166	0	91	796	21	10	5	0	0	0	1	7	0	30	0	0	148	0	0	576	62	39	0	0	2	0	0	12	0	14	346	0	0	0	17	51	1	2	0	488	0	0	2	4	10
HSM6XRTC_P	140	1	0	95	473	0	0	2	0	0	0	124	0	17	149	1	0	0	0	0	5	10	388	351	197	0	0	5	53	0	103	1	224	0	0	0	0	2	0	0	0	8	0	3	0	0	0	1876	6	6	0	3	8	1	8	0	0	113	32	1988	0	0	0	0	0	0	0	0	5	0	3	0	30	185	0	0	0	2	0	3225	0	47	0	11	0	0	0	3	3	0	2	17	0	0	0	70	0	0	0	0	0
HSM5MD6S_P	0	12	0	254	583	0	0	0	0	0	0	320	0	1	0	0	0	0	0	0	616	1333	0	1753	988	46	0	12	0	5	0	0	0	31	0	0	0	0	0	0	0	59	0	0	0	3	0	89	0	23	0	12	4	26	7	0	318	3	0	2972	12	2	3	0	0	0	6	2	0	6	10	0	50	0	0	0	226	0	0	0	0	7	2	107	0	0	0	0	0	10	5	14	0	0	0	38	0	3	1	11	11
HSM67VDX_P	0	31	0	201	701	0	51	4	5	0	0	708	28	536	0	0	0	150	0	0	130	1308	88	41	1	15	0	0	0	406	22	1	5	17	0	0	0	54	2	0	9	78	0	97	1	152	0	0	30	142	0	60	4	45	34	4	729	0	0	104	4	2	5	0	0	195	193	2	2	3	0	72	59	276	0	404	0	11	0	0	0	56	6	10	0	0	0	0	689	92	49	1640	0	0	0	234	0	0	0	0	0
HSM6XRT4_P	103	284	0	644	0	0	0	0	34	0	0	1192	0	4	917	0	226	801	0	0	288	38	204	452	894	6	0	4	30	4	125	1	11	0	1	5	0	10	1	1	19	4	42	42	0	38	0	120	69	53	0	1773	0	5	7	0	53	0	6	296	3	10	4	0	0	0	11	4	0	10	0	0	11	0	0	413	186	5	0	0	0	13	0	82	0	24	0	0	4	0	12	125	18	4	0	239	0	1	3	7	8
HSM67VDR_P	0	0	0	0	345	0	32	6	0	0	0	36	0	47	1	50	165	12	1153	0	618	915	0	255	1680	86	0	1	20	18	2	0	0	5	0	0	1	0	0	0	0	1	0	6	2	11	0	24	14	17	0	5	2	4	4	0	220	2	4	717	0	255	0	0	0	0	9	0	3	0	12	0	10	0	0	232	310	0	6	0	0	7	797	943	0	0	0	0	8	0	11	45	0	0	0	252	591	1	3	12	14
CSM79HGR_P	824	0	20	705	499	18	3	0	0	0	0	361	140	0	0	0	0	153	2361	0	60	0	736	0	1503	1	0	0	0	0	11	0	33	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	130	0	0	113	54	0	406	0	15	1	0	18	0	177	0	0	1	3	0	11	8	0	0	479	13	0	0	1	15	229	48	183	0	0	0	0	0	1	20	0	0	0	641	0	0	0	1	1
MSM6J2PQ_P	0	1	0	11	118	0	21	21	0	0	11	263	1	0	784	0	11	0	0	0	18	193	33	87	554	17	130	1247	82	49	35	0	0	0	7	0	11	3	0	0	0	30	0	24	119	75	0	0	78	390	0	0	0	299	813	47	459	0	129	608	0	10	41	0	29	0	0	35	66	7	61	0	1	7	0	460	0	42	13	0	0	59	134	194	0	0	4	23	0	0	103	128	0	31	11	1662	0	0	4	58	38
MSM79H52_P	0	28	58	120	709	0	220	5	1	2	195	649	0	20	0	120	0	0	0	0	128	0	12	46	187	0	908	0	0	206	5	0	0	0	3	0	0	0	0	0	0	55	0	0	0	0	1	0	0	0	6	3	0	13	0	0	158	22	0	31	0	0	0	0	0	0	8	25	7	9	0	0	44	786	0	0	0	0	0	0	0	13	0	0	0	0	4114	0	0	0	1	161	0	3	24	893	0	0	0	0	0
HSM67VG6_P	91	83	0	344	530	0	0	0	11	4	0	398	0	1	1487	0	90	953	0	0	346	719	45	873	308	7	0	0	9	193	34	0	2	2	0	1	1	2	0	0	7	67	3	69	0	26	0	0	33	95	0	214	0	8	10	0	144	0	56	860	15	5	1	0	0	0	27	21	0	21	0	0	79	0	0	478	0	1	1	0	1	84	1	83	0	75	278	0	9	0	53	101	27	4	0	441	0	4	3	45	12
CSM7CZ2F_P	17	139	0	277	655	0	0	0	1	0	0	555	0	1	3606	0	602	32	0	0	171	830	59	619	453	4	0	0	4	6	42	0	0	0	0	1	3	3	0	0	27	40	2	5	0	6	0	0	1	30	0	45	0	20	0	0	375	0	40	388	10	0	0	0	45	0	1	1	0	12	6	0	0	0	0	436	0	0	0	0	0	0	0	0	2	38	97	0	0	0	0	23	0	0	0	271	0	0	0	0	0
PSM7J19X_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	0	0	0	0	203	0	0	2940	0	1605	732	0	657	0	0	0	304	0	0	0	0	460	0	0	0	0	0	532	0	4	341	682	0	4	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	58	0	0	0	0	0	0	1307	0	0	6	14	26
HSM7CZ2L_P	24	59	0	113	276	0	0	0	8	0	0	718	0	0	1842	0	308	6	0	0	54	93	50	1392	280	0	0	0	54	15	121	0	0	4	0	2	0	11	0	0	22	19	3	5	0	11	1	0	6	85	0	174	11	0	9	0	316	0	34	2974	3	11	0	0	0	0	9	6	0	12	31	0	31	0	0	187	0	0	0	0	0	17	0	1	0	106	39	0	0	0	10	39	36	32	0	312	0	0	0	5	12
HSM7CYYV_P	428	8	0	176	431	0	0	0	1	6	0	248	0	9	89	1	0	0	0	0	19	47	140	227	134	0	0	14	6	18	67	0	2	0	0	0	0	0	0	0	0	41	0	4	0	0	0	874	0	0	6	0	7	21	0	10	0	74	0	1599	0	4	11	0	0	0	0	0	0	13	0	0	73	155	0	0	0	0	0	4354	0	4	0	4	190	0	0	0	0	0	0	18	0	0	0	461	0	0	0	0	5
HSM7CYYR_P	107	9	0	399	514	0	0	0	0	0	0	950	0	25	595	14	0	71	0	0	94	47	1216	265	368	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	405	7	6	0	0	0	1	0	8	0	0	3	141	0	5	0	0	0	0	6	0	0	4	16	162	28	1049	0	0	10	0	0	3367	0	21	0	7	0	0	0	0	0	0	11	4	0	0	0	40	0	0	0	0	0
PSM6XBTZ_P	9	193	7	73	683	2	111	0	0	0	404	244	0	97	0	216	406	2	0	0	73	2587	1	1612	658	0	0	71	6	0	25	0	2	0	0	0	0	0	0	0	0	0	0	2	0	3	0	30	0	2	0	0	0	0	8	0	406	0	0	294	0	0	0	0	0	0	0	0	0	1	0	146	43	394	0	200	0	1	0	0	0	1	6	6	19	0	53	0	0	0	3	3	0	0	0	531	364	0	0	0	0
HSM7CZ2J_P	95	192	0	456	512	0	0	0	2	10	0	290	0	0	3942	0	173	1	0	0	129	296	61	1047	382	0	0	0	8	12	302	3	0	0	0	3	0	8	0	0	4	67	6	16	0	11	0	0	0	5	20	462	0	0	4	0	100	0	6	98	11	0	2	0	0	0	0	21	0	25	11	0	93	0	0	289	22	0	0	0	0	0	0	0	5	49	50	0	0	0	2	8	2	3	40	642	0	0	0	0	0
MSM79HCN_P	1779	0	0	0	1910	0	211	0	0	3	0	0	0	2502	0	0	0	0	0	0	0	0	1812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	3	0	0	184	0	0	16	0	12	870	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	3	0	0	0	0	94	0	17	0	0	0	0	0	0	0	5	0	0	0	57	0	7	1	11	9
HSMA33J1_P	0	0	0	97	886	0	169	0	3	1	293	0	0	3	0	0	0	0	29	0	117	1488	168	134	995	78	210	122	0	1	7	48	0	1	0	0	0	16	0	0	0	3	0	0	1	2	1	0	18	16	0	6	0	0	11	0	159	0	51	2441	13	0	0	0	0	9	30	0	0	17	0	195	74	0	0	216	0	0	4	59	0	19	84	24	0	10	0	820	0	0	12	78	0	0	0	332	428	0	0	0	0
HSM5MD8L_P	41	1	0	32	303	0	0	0	0	0	0	136	0	9	84	1	0	1	0	0	4	25	101	117	81	0	0	5	4	1	9	0	36	0	0	0	0	0	0	0	0	15	0	0	0	0	0	180	0	2	5	0	0	11	0	1	0	424	10	1528	0	5	1	0	1	0	12	0	0	2	2	0	29	129	0	0	0	0	0	6428	0	10	0	0	99	0	0	4	9	0	4	2	0	0	0	94	0	0	0	0	1
MSM6J2JF_P	3336	92	8	2	11	0	0	1	1	0	0	313	24	38	5	5	3	133	3	16	727	20	243	932	1104	107	0	190	59	24	1	0	15	22	1	2	1	15	0	3	14	21	4	30	0	0	0	72	8	11	0	125	7	1	13	14	249	8	0	241	62	2	0	4	0	0	6	8	0	16	0	53	191	48	0	264	0	2	2	101	0	6	26	14	0	0	136	0	8	0	10	75	0	1	0	600	1	11	2	52	25
HSM5MD8B_P	322	2	0	80	402	0	0	0	5	0	0	265	0	13	103	1	0	1	0	0	6	103	184	173	117	0	0	74	279	32	44	0	131	0	1	2	0	4	1	1	1	46	2	4	0	0	0	1092	13	14	0	22	0	29	6	16	0	509	28	891	3	6	10	0	3	0	6	0	1	9	0	40	102	148	0	0	0	0	1	4474	0	29	0	0	1	0	0	1	5	0	5	16	0	0	0	113	0	0	0	2	1
HSM5MD6E_P	3	7	0	0	1	0	111	1	0	0	0	1	0	0	0	0	0	0	1449	0	1648	4034	0	2	3	0	0	0	0	0	0	0	10	0	0	0	0	99	0	0	0	50	0	0	0	0	0	1	0	4	0	0	1	76	1	4	323	4	0	1820	3	0	4	0	13	1	4	2	1	2	0	0	22	0	0	0	1	4	0	12	0	15	0	25	7	0	22	0	5	6	1	7	0	0	3	186	0	0	0	0	0
HSM5MD5F_P	59	23	0	43	0	0	0	1	3	2	0	337	0	1	375	0	58	13	3	0	105	43	31	234	161	3	0	144	105	29	358	5	225	550	3	1	2	17	2	0	17	45	28	42	0	47	1	576	3	99	0	1625	19	23	22	0	988	0	290	1152	4	25	26	0	137	0	12	46	2	11	0	0	0	1	0	171	0	161	2	1	0	5	5	23	0	17	71	0	3	0	12	61	2	1	4	1251	0	0	4	10	16
HSM6XRTE_P	396	6	1	343	804	0	0	1	31	0	0	684	7	31	180	5	1	6	8	0	14	134	356	450	247	0	0	82	142	71	96	2	149	0	11	11	0	4	2	0	9	604	3	11	0	0	0	1402	12	22	0	1	2	14	11	47	3	133	14	1296	9	5	3	0	0	2	5	1	3	29	0	90	154	300	0	0	0	5	0	1229	0	30	0	2	0	0	0	1	10	0	7	43	0	2	14	195	0	0	0	0	0
HSM5MD6U_P	8	160	0	942	848	0	0	7	2	0	0	1724	0	3	38	2	3	13	1	0	465	1364	9	1362	162	13	0	30	2	11	3	0	2	0	1	1	1	1	0	0	1	24	4	0	0	7	0	289	5	12	0	13	0	34	27	4	52	4	1	1368	24	0	1	0	0	2	16	7	10	13	9	0	46	7	0	4	383	0	0	35	0	1	0	2	27	0	0	0	3	22	10	19	0	0	2	324	0	0	0	7	2
HSM6XRT2_P	16	111	0	226	26	0	0	0	3	0	0	723	0	6	2291	0	218	519	1	0	282	115	111	1643	624	3	0	1	78	4	178	3	2	1	0	2	2	11	0	0	4	23	9	20	0	16	0	149	3	13	0	549	0	4	29	0	180	0	35	503	14	4	2	0	27	0	1	9	1	24	0	0	40	8	0	442	0	0	3	17	0	0	0	11	3	13	0	0	0	0	10	39	4	9	0	577	0	0	1	2	3
HSM67VG2_P	36	91	0	288	420	0	0	0	13	0	0	679	0	0	191	0	39	6176	1	0	73	169	12	200	154	3	0	7	9	1	21	0	0	0	1	2	0	16	0	0	64	3	28	6	0	0	0	0	0	1	0	735	0	4	1	0	4	0	0	18	4	0	0	0	4	2	0	23	0	10	0	0	28	0	0	161	36	0	0	0	0	0	0	0	0	15	0	0	149	0	2	22	0	1	0	74	0	0	0	1	3
CSM79HGV_P	72	0	7	254	347	6	1	0	0	0	0	687	1206	8	0	0	7	105	1997	0	115	25	511	53	669	47	0	0	0	1	7	0	24	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	3	3	0	0	1	255	1	0	618	18	0	785	0	4	0	0	16	0	179	0	0	1	3	0	13	6	0	4	162	4	5	172	1	6	969	102	0	0	0	0	0	0	2	32	0	0	0	475	1	0	0	1	2
HSM67VGE_P	24	2	0	19	178	0	2	3	0	0	0	81	2	20	44	9	27	2	62	0	37	198	106	43	203	9	13	119	59	160	269	6	83	0	3	7	1	4	4	13	1	7	4	73	0	1	1	5170	19	68	0	8	8	51	21	7	40	38	41	428	1	4	19	0	4	1	3	11	4	4	11	0	17	280	0	5	0	4	0	1532	0	28	2	162	0	0	0	0	5	5	20	15	0	4	0	52	9	0	0	1	1
HSM67VGI_P	101	6	0	281	859	0	0	0	0	0	0	427	0	32	850	3	0	1	0	0	46	348	423	146	391	0	0	0	7	0	71	0	2	0	0	0	0	7	0	0	5	133	0	0	0	0	0	666	0	8	0	30	41	0	0	0	0	51	14	587	0	0	0	0	0	0	0	3	0	4	0	0	104	1211	0	0	0	0	0	2883	0	10	0	0	95	0	0	0	2	0	0	0	0	0	0	152	0	0	0	0	0
PSM6XBW1_P	3	44	0	45	716	0	146	2	2	0	0	271	0	78	6	81	11	86	14	0	123	41	24	400	232	3	404	0	0	45	13	2	0	0	1	0	1	2	1	0	0	89	2	0	9	8	0	0	9	7	0	0	0	0	24	8	100	10	1	664	2	9	0	1	0	0	14	0	21	2	3	156	0	8	0	2	280	0	0	4487	0	2	9	29	0	0	0	0	40	17	13	28	0	0	0	848	296	0	0	3	1
MSM9VZFJ_P	0	11	0	0	1726	0	138	1	1	0	0	780	525	1	1	0	0	30	0	1	210	51	246	768	1884	9	204	1	0	3	0	0	0	0	2	1	0	0	0	0	3	2	0	4	0	16	0	0	3	2	0	23	6	57	11	5	415	0	35	976	5	0	11	0	0	0	3	0	1	8	13	224	0	3	0	530	0	2	0	2	0	6	193	91	0	17	0	0	0	6	8	19	0	0	0	314	386	0	0	0	1
MSM79H94_P	0	263	0	0	573	0	166	0	0	0	0	3	4859	2	3	1	2	392	0	41	1	2	1059	94	1296	487	0	0	0	0	26	1	5	0	0	0	0	2	0	4	0	0	0	0	0	0	0	114	0	0	3	37	0	0	0	0	0	0	0	89	9	0	0	0	0	0	0	0	0	4	0	42	16	46	1	0	268	5	0	24	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	59	0	0	0	0	0
MSM79H8J_P	0	15	1	186	719	1	69	0	2	0	26	6	0	295	2623	79	298	0	488	0	359	8	2	878	10	0	120	7	0	6	42	7	0	0	3	2	0	54	1	0	1	6	1	11	0	9	0	14	6	11	0	0	0	0	10	3	134	14	12	866	1	10	22	0	0	0	149	1	0	37	9	150	54	89	0	209	0	0	1	16	0	3	0	22	9	0	75	0	0	0	8	10	0	0	0	1529	189	0	0	0	0
HSM5MD5Z_P	0	28	0	427	523	0	0	0	0	0	0	963	0	0	0	0	0	0	0	0	679	3675	0	1749	1225	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	16	56	0	0	2	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	49	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSM5MD5B_P	10	36	0	58	0	0	0	0	2	1	0	248	0	1	3582	0	115	0	0	0	88	129	48	772	311	1	0	17	12	29	24	0	62	0	0	0	0	1	0	0	5	14	0	5	0	6	0	208	0	13	0	34	0	8	1	0	293	0	80	2029	4	285	6	0	27	0	15	1	1	6	0	0	13	0	0	347	0	42	0	0	0	53	100	51	0	16	34	5	2	0	3	31	28	19	0	440	0	16	11	8	195
HSM5MD5D_P	87	288	0	158	0	0	0	0	27	1	0	607	0	7	1909	0	101	0	0	0	192	67	96	388	607	2	0	24	11	12	122	1	94	49	0	11	0	20	2	0	12	352	5	28	0	8	0	174	0	27	0	11	0	2	12	0	293	0	228	2221	17	8	12	0	46	0	10	11	0	26	0	0	34	0	0	651	0	57	0	0	1	17	2	5	1	143	274	18	0	0	5	11	0	0	0	385	0	0	2	5	6
HSM5MD6I_P	0	37	0	181	0	0	49	7	1	4	0	0	0	0	0	0	0	0	2250	0	595	4671	0	0	1	0	0	0	0	0	33	0	18	0	1	1	0	43	0	0	1	21	0	0	0	3	0	0	1	8	5	0	1	4	11	1	414	0	0	1419	7	0	2	0	0	0	4	1	2	5	0	0	28	0	0	0	0	9	0	0	0	28	0	17	0	0	31	0	0	0	7	7	0	0	0	68	0	0	0	0	2
HSM6XRSX_P	54	110	0	64	0	0	0	0	5	0	0	538	0	12	1497	0	95	11	0	0	167	181	58	527	674	2	0	202	36	4	257	4	147	1043	1	10	0	13	4	0	25	30	8	38	0	19	1	546	5	53	0	525	0	2	15	0	264	0	62	817	12	36	36	0	62	1	17	4	1	25	0	0	82	0	0	195	0	88	6	0	1	1	6	4	19	74	103	0	1	0	7	22	1	1	0	1006	0	1	7	21	32
HSM5MD6K_P	0	81	0	313	0	0	81	10	0	0	0	0	0	0	0	0	0	0	2382	0	507	3733	0	0	1	0	0	0	0	0	90	0	18	0	0	0	0	0	0	0	0	15	0	0	0	6	0	11	3	19	0	0	0	3	8	7	409	0	0	2020	7	0	2	0	0	0	2	2	5	3	0	0	18	0	0	0	0	8	0	0	0	8	0	44	0	0	48	0	0	0	12	9	0	0	0	112	0	0	0	0	0
HSM6XRTG_P	37	1	0	79	452	0	0	0	0	0	0	131	0	11	59	2	0	0	0	0	2	51	213	225	105	0	0	3	10	5	26	0	37	0	0	0	0	0	0	0	0	90	0	0	0	0	0	59	0	1	3	0	0	3	1	2	0	224	3	2063	1	16	5	0	0	0	0	0	0	6	0	34	54	132	0	0	0	1	0	5695	0	20	0	5	5	0	0	1	3	0	0	0	0	0	0	124	0	0	0	0	0
HSM67VDT_P	353	44	0	189	1017	0	56	0	0	1	0	306	0	17	1	182	0	0	1	0	225	4329	133	694	966	0	0	0	0	20	0	0	1	0	0	0	0	1	0	0	0	18	0	5	0	0	1	53	1	8	0	7	0	1	0	0	153	26	34	188	1	7	0	0	0	5	0	0	0	0	8	68	28	0	37	516	0	10	0	0	0	6	0	1	0	20	0	0	7	21	10	10	0	1	0	210	0	0	0	1	2
HSM67VGA_P	197	13	0	283	892	0	0	0	5	9	0	1019	0	87	713	1	0	11	0	0	65	23	851	887	700	0	0	10	72	6	58	1	68	0	3	0	0	3	0	1	0	107	1	14	0	0	0	533	7	9	4	7	0	12	5	0	0	110	22	1163	2	0	0	0	47	0	0	4	2	13	15	179	175	1178	0	0	0	4	0	69	0	111	0	12	0	0	64	0	0	0	11	16	0	0	0	119	0	0	0	3	2
